cat	init	count	target	condition	stress	type	syl_count	vowel_phon_ipa	preceding_consonant	SUBTLEX	dlex	maus_ipa	partner_word	vowel_short	vowel_cat
initial_unstressed_a	FALSE	1	einrahmen	präfix	unstressed	sylinitial	3	aː		0.83	0.16	ʔˈaɪn.raː.mən	Rahmen	a	a
initial_unstressed_a	FALSE	2	ausrasten	präfix	unstressed	sylinitial	3	a		2.91	0.07	ʔˈaʊs.ras.tən	Rast	a	a
initial_unstressed_a	FALSE	3	Jura	kein_präfix	unstressed	sylinitial	2	a		2.48	3.79	jˈuː.ra		a	a
initial_unstressed_a	FALSE	4	heiraten	kein_präfix	unstressed	sylinitial	2	aː		118.82	14.52	hˈaɪ.raː.tən	Rat	a	a
initial_stressed_a	FALSE	1	Beratung	präfix	stressed	sylinitial	3	aː		2.4	26.77	bə.rˈaː.tʊŋ	Rat	a	a
initial_stressed_a	FALSE	2	Umrandung	präfix	stressed	sylinitial	3	a		NA	0.43	ʔʊm.rˈan.dʊŋ	Rand	a	a
initial_stressed_a	FALSE	3	Moral	kein_präfix	stressed	sylinitial	2	aː		11.58	23.53	mo.rˈaːl		a	a
initial_stressed_a	FALSE	4	Charakter	kein_präfix	stressed	sylinitial	3	a		13.86	81.06	ka.rˈak.tɐ		a	a
initial_unstressed_vorne	FALSE	1	Einrichtung	präfix	unstressed	sylinitial	2	ɪ		10.63	33.52	ʔˈaɪn.rɪç.tʊŋ	Richter	i	front vowel
initial_unstressed_vorne	FALSE	2	Unrecht	präfix	unstressed	sylinitial	3	ɛ		25	22.99	ʔˈʊn.rɛçt	Recht	e/ae	front vowel
initial_unstressed_vorne	FALSE	3	Nachricht	kein_präfix	unstressed	sylinitial	2	ɪ		104.81	31.49	nˈaːx.rɪçt	Richter	i	front vowel
initial_unstressed_vorne	FALSE	4	schwierig	kein_präfix	unstressed	sylinitial	2	ɪ		59.33	18.65	ʃvˈiː.rɪç		i	front vowel
initial_stressed_vorne	FALSE	1	berühmt	präfix	stressed	sylinitial	3	yː		18.7	8.57	bə.rˈyːmt		ue	front vowel
initial_stressed_vorne	FALSE	2	berieseln	präfix	stressed	sylinitial	3	iː		0.04	0.09	bə.rˈiː.zəln	Riese	i	front vowel
initial_stressed_vorne	FALSE	3	Zigarette	kein_präfix	stressed	sylinitial	2	ɛ		20.99	18.05	tsi.ɡa.rˈɛt.ə	Rettung	e/ae	front vowel
initial_stressed_vorne	FALSE	4	Gericht	kein_präfix	stressed	sylinitial	2	ɪ		45.4	62.32	ɡə.rˈɪçt	Richter	i	front vowel
initial_unstressed_hinten	FALSE	1	einrollen	präfix	unstressed	sylinitial	3	ɔ		0.28	0.1	ʔˈaɪn.rɔl.ən	Rolle	o	back vowel
initial_unstressed_hinten	FALSE	2	Anruf	präfix	unstressed	sylinitial	2	uː		76.07	5.17	ʔˈan.ruːf	Ruf	u	back vowel
initial_unstressed_hinten	FALSE	3	Virus	kein_präfix	unstressed	sylinitial	2	ʊ		42.36	1.86	vˈiː.rʊs	rustikal	u	back vowel
initial_unstressed_hinten	FALSE	4	Euro	kein_präfix	unstressed	sylinitial	2	o		7.83	1.37	ʔˈɔʏ.ro		o	back vowel
initial_stressed_hinten	FALSE	1	umrunden	präfix	stressed	sylinitial	3	ʊ		0.08	0.16	ʔʊm.rˈʊn.dən	Runde	u	back vowel
initial_stressed_hinten	FALSE	2	beruhigen	präfix	stressed	sylinitial	4	uː		39.57	7.86	bə.rˈuː.ɪ.ɡən	ruhig	u	back vowel
initial_stressed_hinten	FALSE	3	Geruch	kein_präfix	stressed	sylinitial	3	ʊ		20.63	16.7	ɡə.rˈʊx		u	back vowel
initial_stressed_hinten	FALSE	4	Beruf	kein_präfix	stressed	sylinitial	2	uː		23.78	37.59	bə.rˈuːf	Ruf	u	back vowel
initial_stressed_a	TRUE	1	Ratte	target	stressed	wordinitial	2	a		22.28	2.31	rˈat.ə		a	a
initial_stressed_a	TRUE	2	Rand	target	stressed	wordinitial	2	a		10.67	23.34	rˈant	Umrandung	a	a
initial_stressed_a	TRUE	3	Rat	target	stressed	wordinitial	1	aː		53.98	66.99	rˈaːt	Beratung. heiraten	a	a
initial_stressed_a	TRUE	4	Rahmen	target	stressed	wordinitial	2	aː		7.24	97.01	rˈaː.mən	einrahmen	a	a
initial_stressed_a	TRUE	5	Rathaus	target	stressed	wordinitial	2	aː		6.85	8.44	rˈaːt.haʊs		a	a
initial_stressed_a	TRUE	6	Radio	target	stressed	wordinitial	3	aː		34.49	28.02	rˈaː.djo		a	a
initial_stressed_a	TRUE	7	Rast	target	stressed	wordinitial	2	a		5.12	3.16	rˈast	ausrasten	a	a
initial_unstressed_a	TRUE	1	Rabatt	target	unstressed	wordinitial	2	a		4.88	1.77	ra.bˈat		a	a
initial_unstressed_a	TRUE	2	Rakete	target	unstressed	wordinitial	3	a		16.02	3.51	rak.ˈeː.tə		a	a
initial_unstressed_a	TRUE	3	radikal	target	unstressed	wordinitial	3	a		1.81	6.29	ra.di.kˈaːl		a	a
initial_unstressed_a	TRUE	4	Rapunzel	target	unstressed	wordinitial	3	aː		0.24	0.04	rˈaː.pʊn.tsəl		a	a
initial_unstressed_a	TRUE	5	Radieschen	target	unstressed	wordinitial	3	aː		0.98	1.1	rˈaː.diː.ʃən		a	a
initial_unstressed_a	TRUE	6	rational	target	unstressed	wordinitial	3	a		1.65	4.96	rats.jo.nˈaːl		a	a
initial_unstressed_a	TRUE	7	Rassismus	target	unstressed	wordinitial	3	a		1.06	3.25	ras.ˈɪs.mʊs		a	a
initial_stressed_vorne	TRUE	1	Regen	target	stressed	wordinitial	2	eː		40.28	26.73	rˈeː.ɡən		e/ae	front vowel
initial_stressed_vorne	TRUE	2	Reh	target	stressed	wordinitial	1	eː		2.64	1.46	rˈeː		e/ae	front vowel
initial_stressed_vorne	TRUE	3	Rechnung	target	stressed	wordinitial	2	ɛ		29.84	41.5	rˈɛç.nʊŋ		e/ae	front vowel
initial_stressed_vorne	TRUE	4	Rennen	target	stressed	wordinitial	3	ɛ		54.41	7.33	rˈɛn.ən		e/ae	front vowel
initial_stressed_vorne	TRUE	5	Rätsel	target	stressed	wordinitial	2	ɛː		16.1	11.02	rˈɛː.tsəl		e/ae	front vowel
initial_stressed_vorne	TRUE	6	Rechner	target	stressed	wordinitial	2	ɛ		2.91	5.35	rˈɛç.nɐ		e/ae	front vowel
initial_stressed_vorne	TRUE	7	Recht	target	stressed	wordinitial	1	ɛ		459.74	214.41	rˈɛçt	Unrecht	e/ae	front vowel
initial_stressed_vorne	TRUE	8	Rest	target	stressed	wordinitial	1	ɛ		114.3	34.25	rˈɛst		e/ae	front vowel
initial_stressed_vorne	TRUE	9	Rettung	target	stressed	wordinitial	2	ɛ		17.56	13.37	rˈɛt.ʊŋ	Zigarette	e/ae	front vowel
initial_stressed_vorne	TRUE	10	Regenschirm	target	stressed	wordinitial	3	eː		4.25	1.94	rˈeː.ɡən.ʃɪɐm		e/ae	front vowel
initial_stressed_vorne	TRUE	11	Rentier	target	stressed	wordinitial	2	ɛ		1.06	0.78	rɛn.tˈiː.ə		e/ae	front vowel
initial_stressed_vorne	TRUE	12	Redner	target	stressed	wordinitial	2	eː		1.38	25.39	rˈeː.dnɐ		e/ae	front vowel
initial_unstressed_vorne	TRUE	1	Region	target	unstressed	wordinitial	2	e		5	16.92	re.ɡjˈoːn		e/ae	front vowel
initial_unstressed_vorne	TRUE	2	Regisseur	target	unstressed	wordinitial	3	e		28.11	6.91	re.ʒɪs.ˈøːɐ		e/ae	front vowel
initial_unstressed_vorne	TRUE	3	Reklame	target	unstressed	wordinitial	3	e		1.42	18.42	re.klˈaː.mə		e/ae	front vowel
initial_unstressed_vorne	TRUE	4	Rekord	target	unstressed	wordinitial	2	e		7.13	2.43	re.kˈɔɐt		e/ae	front vowel
initial_unstressed_vorne	TRUE	5	Religion	target	unstressed	wordinitial	3	e		12.4	47.54	re.li.ɡjˈoːn		e/ae	front vowel
initial_unstressed_vorne	TRUE	6	Respekt	target	unstressed	wordinitial	2	e		54.02	11.45	res.pˈɛkt		e/ae	front vowel
initial_unstressed_vorne	TRUE	7	Revolution	target	unstressed	wordinitial	4	e		13.07	61.26	re.vo.lu.tsjˈoːn		e/ae	front vowel
initial_unstressed_vorne	TRUE	8	Rezept	target	unstressed	wordinitial	2	e		11.18	4.75	re.tsˈɛpt		e/ae	front vowel
initial_unstressed_vorne	TRUE	9	Reptil	target	unstressed	wordinitial	2	ɛ		0.63	0.7	rɛp.tˈiːl		e/ae	front vowel
initial_unstressed_vorne	TRUE	10	Rebell	target	unstressed	wordinitial	3	e		2.56	0.64	re.bˈɛl		e/ae	front vowel
initial_unstressed_vorne	TRUE	11	Redakteur	target	unstressed	wordinitial	4	e		2.05	8.16	re.dak.tˈøːɐ		e/ae	front vowel
initial_unstressed_vorne	TRUE	12	Republik	target	unstressed	wordinitial	3	e		11.02	84.45	re.pu.blˈiːk		e/ae	front vowel
initial_stressed_vorne	TRUE	1	Riese	target	stressed	wordinitial	2	iː		2.87	3.51	rˈiː.zə	berieseln	i	front vowel
initial_stressed_vorne	TRUE	2	Risiko	target	stressed	wordinitial	3	iː		34.49	11.5	rˈiː.zi.ko		i	front vowel
initial_stressed_vorne	TRUE	3	Richter	target	stressed	wordinitial	2	ɪ		35.2	55.75	rˈɪç.tɐ	Nachricht. Gericht. Einrichtung	i	front vowel
initial_stressed_vorne	TRUE	4	Rind	target	stressed	wordinitial	1	ɪ		0.83	1.76	rˈɪnt		i	front vowel
initial_stressed_vorne	TRUE	5	Ring	target	stressed	wordinitial	1	ɪ		49.33	17.3	rˈɪŋ		i	front vowel
initial_stressed_vorne	TRUE	6	Ritter	target	stressed	wordinitial	2	ɪ		24.02	17.33	rˈɪt.ɐ		i	front vowel
initial_stressed_vorne	TRUE	7	Rippe	target	stressed	wordinitial	2	ɪ		1.69	0.86	rˈɪp.ə		i	front vowel
initial_unstressed_vorne	TRUE	1	Ritual	target	unstressed	wordinitial	3	i		6.97	2.17	ri.tˈu.aːl		i	front vowel
initial_unstressed_vorne	TRUE	2	Rivale	target	unstressed	wordinitial	3	i		0.71	0.78	ri.vˈaː.lə		i	front vowel
initial_unstressed_vorne	TRUE	3	Risotto	target	unstressed	wordinitial	3	i		0.51	0.14	ri.zˈɔt.o		i	front vowel
initial_unstressed_vorne	TRUE	4	Ricotta	target	unstressed	wordinitial	3	i		0.12	NA	ri.kɔt.ˈa		i	front vowel
initial_stressed_hinten	TRUE	1	Rohr	target	stressed	wordinitial	1	oː		8.94	5.92	rˈoːɐ		o	back vowel
initial_stressed_hinten	TRUE	2	Rose	target	stressed	wordinitial	2	oː		45.12	9.81	rˈoː.zə		o	back vowel
initial_stressed_hinten	TRUE	3	Robbe	target	stressed	wordinitial	2	ɔ		0.28	0.19	rˈɔ.bə		o	back vowel
initial_stressed_hinten	TRUE	4	Rock	target	stressed	wordinitial	1	ɔ		26.18	19.33	rˈɔk		o	back vowel
initial_stressed_hinten	TRUE	5	Rolle	target	stressed	wordinitial	2	ɔ		90.36	119.34	rˈɔl.ə	einrollen	o	back vowel
initial_stressed_hinten	TRUE	6	Rotwein	target	stressed	wordinitial	2	oː		2.01	4.92	rˈoːt.vaɪn		o	back vowel
initial_stressed_hinten	TRUE	7	Rost	target	stressed	wordinitial	2	ɔ		1.26	2.47	rˈɔst		o	back vowel
initial_unstressed_hinten	TRUE	1	Roman	target	unstressed	wordinitial	2	o		14.96	22.38	ro.mˈaːn		o	back vowel
initial_unstressed_hinten	TRUE	2	Romantik	target	unstressed	wordinitial	2	o		4.45	13.1	ro.mˈan.tɪk		o	back vowel
initial_unstressed_hinten	TRUE	3	Rosine	target	unstressed	wordinitial	3	o		0.28	0.38	ro.zˈiː.nə		o	back vowel
initial_unstressed_hinten	TRUE	4	Rotation	target	unstressed	wordinitial	3	o		0.47	1.26	ro.ta.tsjˈoːn		o	back vowel
initial_unstressed_hinten	TRUE	5	Robotik	target	unstressed	wordinitial	3	ɔ		0.31	0.07	rɔ.bˈoː.tɪk		o	back vowel
initial_stressed_hinten	TRUE	1	Rudel	target	stressed	wordinitial	2	uː		1.97	2.58	rˈuː.dəl		u	back vowel
initial_stressed_hinten	TRUE	2	Ruder	target	stressed	wordinitial	2	uː		7.99	4.45	rˈuː.dɐ		u	back vowel
initial_stressed_hinten	TRUE	3	ruhig	target	stressed	wordinitial	2	uː		246.03	67.65	rˈuː.ɪç	beruhigen	u	back vowel
initial_stressed_hinten	TRUE	4	Ruhm	target	stressed	wordinitial	1	uː		14.57	12.66	rˈuːm		u	back vowel
initial_stressed_hinten	TRUE	5	Rucksack	target	stressed	wordinitial	2	ʊ		6.93	3.87	rˈʊk.zak		u	back vowel
initial_stressed_hinten	TRUE	6	Ruf	target	stressed	wordinitial	2	uː		141.3	29.53	rˈuːf	Anruf. Beruf	u	back vowel
initial_stressed_hinten	TRUE	7	Runde	target	stressed	wordinitial	2	ʊ		36.5	14.54	rˈʊn.də	umrunden	u	back vowel
initial_unstressed_hinten	TRUE	1	Routine	target	unstressed	wordinitial	3	u		5.35	2.95	ru.tˈiː.nə		u	back vowel
initial_unstressed_hinten	TRUE	2	Rumänien	target	unstressed	wordinitial	3	u		1.06	23.61	ru.mˈɛːn.jən		u	back vowel
initial_unstressed_hinten	TRUE	3	Roulette	target	unstressed	wordinitial	2	uː		1.57	0.78	rˈuː.lɛt.ə		u	back vowel
initial_unstressed_hinten	TRUE	4	Rubin	target	unstressed	wordinitial	2	uː		1.02	0.81	ruː.bˈiːn		u	back vowel
initial_unstressed_hinten	TRUE	5	Ruine	target	unstressed	wordinitial	3	u		2.01	3.61	ru.ˈiː.nə		u	back vowel
initial_unstressed_hinten	TRUE	6	rudimentär	target	unstressed	wordinitial	2	uː		0.04	NA	ruː.dˈi.mən.tɐ		u	back vowel
initial_unstressed_hinten	TRUE	7	rustikal	target	unstressed	wordinitial	3	ʊ		0.24	NA	rʊs.ti.kˈaːl	Virus	u	back vowel
bilabial_vorne_stressed	FALSE	1	Unterbrechung	präfix	stressed	consonantcluster	4	ɛ	b	3.78	9.25	ʔʊn.tɐ.brˈɛç.ʊŋ	brechen	e/ae	front vowel
bilabial_vorne_stressed	FALSE	2	Verbrennung	präfix	stressed	consonantcluster	3	ɛ	b	1.77	3.33	fɛɐ.brˈɛn.ʊŋ	brennen	e/ae	front vowel
bilabial_vorne_stressed	FALSE	3	Fabrik	kein_präfix	stressed	consonantcluster	2	iː	b	21.85	14.83	fa.brˈiːk	Brikett	i	front vowel
bilabial_vorne_stressed	FALSE	4	Express	kein_präfix	stressed	consonantcluster	2	ɛ	p	4.45	0.92	ʔɛks.prˈɛs	Presse	e/ae	front vowel
bilabial_vorne_unstressed	FALSE	1	anbrennen	präfix	unstressed	consonantcluster	3	ɛ	b	1.02	0.23	ʔˈan.brɛn.ən	brennen	e/ae	front vowel
bilabial_vorne_unstressed	FALSE	2	Einbrecher	präfix	unstressed	consonantcluster	3	ɛ	b	6.69	2.84	ʔˈaɪn.brɛç.ɐ	brechen	e/ae	front vowel
bilabial_vorne_unstressed	FALSE	3	Glücksbringer	kein_präfix	unstressed	consonantcluster	2	ɪ	b	2.95	0.13	ɡlˈʏks.brɪŋ.ɐ	bringen	i	front vowel
bilabial_vorne_unstressed	FALSE	4	Surfbrett	kein_präfix	unstressed	consonantcluster	2	ɛ	b	0.91	0.06	zˈʊɐsf.brɛt	Brett	e/ae	front vowel
bilabial_hinten_unstressed	FALSE	1	Einbruch	präfix	unstressed	consonantcluster	2	ʊ	b	10.12	7.05	ʔˈaɪn.brʊx	Bruch	u	back vowel
bilabial_hinten_unstressed	FALSE	2	unprofessionell	präfix	unstressed	consonantcluster	4	o	p	2.48	NA	ʔʊn.pro.fɛs.jˈo.nɛl		o	back vowel
bilabial_hinten_unstressed	FALSE	3	Kostprobe	kein_präfix	unstressed	consonantcluster	3	oː	p	3.27	0.41	kɔst.prˈoː.bə	Probe	o	back vowel
bilabial_hinten_unstressed	FALSE	4	Februar	kein_präfix	unstressed	consonantcluster	3	uː	b	6.81	24.09	fˈeː.bruː.ar		u	back vowel
bilabial_a_stressed	FALSE	1	verbrannt	präfix	stressed	consonantcluster	2	a	b	18.03	8.61	fɛɐ.brˈant	Brand	a	a
bilabial_a_stressed	FALSE	2	gebraten	präfix	stressed	consonantcluster	3	aː	b	2.99	1.72	ɡə.brˈaː.tən	Braten	a	a
bilabial_a_stressed	FALSE	3	Membran	kein_präfix	stressed	consonantcluster	2	a	b	0.35	2.65	mˈɛm.bran		a	a
bilabial_a_unstressed	FALSE	1	Aufprall	präfix	unstressed	consonantcluster	2	a	p	3.19	0.8	ʔˈaʊf.pral	prallen	a	a
bilabial_a_unstressed	FALSE	2	Aufpreis	präfix	unstressed	consonantcluster	2	aɪ	p	0.67	0.39	ʔˈaʊf.praɪs		a	a
bilabial_a_unstressed	FALSE	3	Kobra	kein_präfix	unstressed	consonantcluster	2	a	b	0.79	0.29	kˈɔ.bra		a	a
bilabial_a_unstressed	FALSE	4	Zebra	kein_präfix	unstressed	consonantcluster	2	a	b	1.65	0.18	tsˈeː.bra		a	a
alveolar_vorne_stressed	FALSE	1	betrügen	präfix	stressed	consonantcluster	3	yː	t	13.58	5.67	bə.trˈyː.ɡən		ue	front vowel
alveolar_vorne_stressed	FALSE	2	betreten	präfix	stressed	consonantcluster	3	eː	t	16.69	9.54	bə.trˈeː.tən	treten	e/ae	front vowel
alveolar_vorne_stressed	FALSE	3	Adresse	kein_präfix	stressed	consonantcluster	3	ɛ	d	49.41	14.58	ʔa.drˈɛs.ə	Dressur	e/ae	front vowel
alveolar_vorne_stressed	FALSE	4	extrem	kein_präfix	stressed	consonantcluster	2	eː	t	17.72	5.4	ʔɛks.trˈeːm		e/ae	front vowel
alveolar_vorne_unstressed	FALSE	1	ausdrücken	präfix	unstressed	consonantcluster	3	ʏ	d	10.28	11.64	ʔˈaʊs.drʏk.ən	drücken	ue	front vowel
alveolar_vorne_unstressed	FALSE	2	Auftritt	präfix	unstressed	consonantcluster	2	ɪ	t	21.73	10.24	ʔˈaʊf.trɪt		i	front vowel
alveolar_vorne_unstressed	FALSE	3	Volltreffer	kein_präfix	unstressed	consonantcluster	3	ɛ	t	6.22	1.58	fˈɔl.trɛf.ɐ	Treffer	e/ae	front vowel
alveolar_vorne_unstressed	FALSE	4	Matrix	kein_präfix	unstressed	consonantcluster	2	ɪ	t	5.16	1.43	mˈaː.trɪks	Trick	i	front vowel
alveolar_hinten_stressed	FALSE	1	Bedrohung	präfix	stressed	consonantcluster	3	oː	d	20.55	13.84	bə.drˈoː.ʊŋ	Drohung	o	back vowel
alveolar_hinten_stressed	FALSE	2	vertrocknen	präfix	stressed	consonantcluster	3	ɔ	t	0.31	0.17	fɛɐ.trˈɔk.nən	Trockner	o	back vowel
alveolar_hinten_stressed	FALSE	3	Kontrolle	kein_präfix	stressed	consonantcluster	3	ɔ	t	83.31	55.39	kɔn.trˈɔl.ə	Troll	o	back vowel
alveolar_hinten_stressed	FALSE	4	Zitrone	kein_präfix	stressed	consonantcluster	3	oː	t	4.37	3	tsi.trˈoː.nə		o	back vowel
