Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp040	1	0.0022	1.4212	26.03.2025 10:28:23	Bitte Ruine	r	-60.4117	-43.2200	-68.6663	-31.2024	-69.7296	-16.9244	-65.8297	-4.9348	-56.3577	3.1259	-43.1983	5.9689	-31.2658	5.9413	-24.7835	5.9549	-18.7128	7.3674	-13.2700	8.6989	-7.8397	11.9191
vp040	1	0.0144	1.4334	26.03.2025 10:28:23	Bitte Ruine	r	-61.0815	-41.2373	-69.0439	-29.7324	-70.7275	-16.4743	-66.7266	-4.7745	-57.0935	3.2442	-44.2012	6.5930	-32.3671	7.1320	-26.0921	7.6117	-19.7249	8.7041	-13.9998	10.1444	-8.1258	13.3387
vp040	1	0.0267	1.4457	26.03.2025 10:28:23	Bitte Ruine	r	-60.9225	-43.4668	-68.8628	-31.3870	-70.4498	-17.0958	-66.6768	-4.8275	-57.2124	3.1925	-44.7388	5.6497	-33.2556	7.5677	-27.0556	8.2138	-20.7538	9.2149	-15.3121	10.9124	-9.7335	13.7979
vp040	1	0.0390	1.4579	26.03.2025 10:28:23	Bitte Ruine	r	-60.7329	-41.6253	-68.5525	-30.8087	-71.3392	-17.3842	-67.4978	-5.5009	-58.0720	3.0220	-45.3165	6.5547	-33.1874	7.9041	-26.7257	8.2125	-20.2588	9.3107	-14.6296	10.4165	-8.6250	13.5794
vp040	1	0.0512	1.4702	26.03.2025 10:28:23	Bitte Ruine	r	-61.6793	-40.9418	-70.0947	-29.7665	-71.7634	-16.3725	-67.8497	-3.7982	-57.7628	4.5710	-45.2166	8.0144	-33.4067	8.6537	-26.9386	8.7395	-20.3456	9.4034	-14.5825	9.6987	-8.5064	11.8178
vp040	1	0.0635	1.4825	26.03.2025 10:28:23	Bitte Ruine	r	-61.9631	-39.2949	-69.4314	-28.8382	-71.1353	-16.3459	-68.5754	-4.8930	-59.9536	3.8205	-47.6536	8.1773	-35.4694	8.2466	-29.5508	8.9635	-23.3259	9.5002	-17.7505	10.4840	-13.1770	12.8528
vp040	2	0.0122	1.2590	26.03.2025 10:28:28	Bitte Kontrolle	r	-63.6046	-43.4204	-70.9972	-31.2226	-73.3423	-17.1695	-67.7547	-5.5719	-57.2344	1.7098	-45.3843	6.0017	-33.3734	6.8989	-27.2462	7.4862	-20.9881	8.5010	-15.2522	8.7753	-9.3111	9.2554
vp040	2	0.0244	1.2713	26.03.2025 10:28:28	Bitte Kontrolle	r	-64.1969	-43.3734	-71.4749	-31.3781	-74.1693	-16.7903	-67.8103	-5.7245	-56.8729	1.6077	-45.2123	6.0110	-33.0975	7.9258	-26.7446	8.1883	-20.0517	9.1792	-14.0772	9.4519	-8.0600	10.3943
vp040	2	0.0367	1.2835	26.03.2025 10:28:28	Bitte Kontrolle	r	-62.0954	-47.7592	-70.6966	-36.3211	-75.1564	-18.6294	-68.7896	-6.9367	-58.1012	1.1691	-45.8600	4.9875	-33.0512	6.9827	-26.6770	7.7198	-20.3306	8.7529	-14.8252	9.5030	-9.0735	11.6974
vp040	2	0.0490	1.2958	26.03.2025 10:28:28	Bitte Kontrolle	r	-61.4887	-47.5519	-71.0104	-36.7273	-75.2319	-20.4368	-69.8251	-8.2496	-60.0377	0.3829	-47.8449	4.9090	-34.7916	6.9085	-28.6941	7.9495	-22.5060	9.4330	-17.0411	11.5309	-12.1555	14.0484
