Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp020	1	0.0046	1.1042	25.02.2025 16:48:44	Ohne Kristall	r	-63.4461	-42.2604	-73.0598	-29.3214	-76.3505	-14.4271	-69.6121	-2.2342	-58.1173	5.9588	-44.2920	9.9553	-31.3976	6.3943	-26.4778	2.0318	-20.7880	-1.4505	-15.2374	-4.2631	-8.5440	-3.8342
vp020	1	0.0169	1.1165	25.02.2025 16:48:44	Ohne Kristall	r	-65.3284	-40.7385	-74.6287	-29.1473	-76.9077	-14.4646	-69.1783	-2.9720	-56.8847	5.5845	-42.9579	9.8549	-29.9315	5.2773	-25.0038	0.0720	-19.3318	-3.8165	-13.2395	-4.8846	-6.2938	-4.2185
vp020	1	0.0291	1.1287	25.02.2025 16:48:44	Ohne Kristall	r	-63.4884	-41.8528	-72.7659	-30.2125	-75.5959	-16.2153	-69.8832	-4.2308	-57.8468	5.3134	-44.1429	8.8550	-31.0394	5.4374	-25.6986	0.5445	-19.5497	-2.7952	-12.9810	-3.5341	-6.3729	-3.0108
vp020	1	0.0414	1.1410	25.02.2025 16:48:44	Ohne Kristall	r	-63.1071	-42.3061	-72.8292	-30.1981	-74.8023	-15.8606	-69.5444	-3.9915	-58.2659	4.9909	-44.3809	8.2356	-31.1849	5.5025	-26.0155	1.5629	-20.0501	-0.9171	-13.8232	-3.6314	-7.1228	-3.6488
vp020	1	0.0537	1.1533	25.02.2025 16:48:44	Ohne Kristall	r	-63.6478	-43.1047	-72.4203	-30.6019	-75.5462	-16.2041	-69.8485	-3.5842	-58.0535	4.4353	-44.7886	8.2190	-32.1198	5.3397	-26.7096	2.2175	-21.1260	0.0296	-15.9245	-2.9131	-10.7469	-5.3216
vp020	2	0.0088	1.1641	25.02.2025 16:48:50	Ohne betrachten	r	-65.9929	-45.0215	-75.1318	-33.2190	-75.2067	-19.1210	-68.7997	-8.3185	-57.5226	-0.3441	-45.2342	3.6095	-32.3240	1.7762	-26.4555	1.5489	-20.0865	0.5907	-15.1370	-1.1548	-9.0911	-2.1640
vp020	2	0.0210	1.1763	25.02.2025 16:48:50	Ohne betrachten	r	-65.6854	-44.6286	-73.9263	-32.7865	-74.1605	-18.8477	-67.8312	-8.3437	-57.6315	-0.2937	-45.2735	3.6096	-33.1431	1.6655	-27.1361	0.8621	-21.2066	-1.0925	-15.6450	-3.2255	-10.4396	-5.8901
vp020	2	0.0333	1.1886	25.02.2025 16:48:50	Ohne betrachten	r	-66.5763	-44.0186	-75.7999	-32.2761	-76.9018	-17.7748	-69.0538	-7.1924	-57.3874	0.9716	-44.0934	3.4257	-31.8624	0.5669	-25.5788	-0.9316	-18.9357	-3.2470	-12.8084	-5.5529	-6.3660	-5.9828
vp020	2	0.0456	1.2009	25.02.2025 16:48:50	Ohne betrachten	r	-66.4333	-45.1136	-76.3329	-33.1982	-78.0924	-19.3880	-70.9045	-7.7685	-60.1456	0.9473	-46.7205	3.4853	-33.5339	0.1545	-27.5816	-1.0827	-20.1443	-3.8222	-13.9775	-5.9023	-7.3313	-5.9058
vp020	2	0.0578	1.2131	25.02.2025 16:48:50	Ohne betrachten	r	-67.8815	-42.9977	-77.6239	-32.4247	-79.1057	-19.0167	-71.8740	-8.2918	-61.9240	0.4179	-49.3231	3.4871	-37.3426	0.1672	-31.3515	-1.4764	-25.7042	-2.8115	-19.9463	-5.0322	-15.4735	-8.8170
vp020	2	0.0701	1.2254	25.02.2025 16:48:50	Ohne betrachten	r	-66.7479	-45.1197	-75.6501	-33.2769	-77.8511	-19.5389	-71.7865	-8.2888	-61.1752	0.8629	-49.1063	2.5382	-36.7607	-0.5186	-30.4164	-2.7736	-24.5259	-4.5363	-19.3627	-8.1108	-15.7554	-13.0437
vp020	2	0.0824	1.2376	25.02.2025 16:48:50	Ohne betrachten	r	-68.6820	-45.7621	-77.3198	-33.9707	-78.2052	-20.7721	-72.3628	-8.9550	-62.3819	-0.2102	-48.9338	1.5108	-37.2000	-1.4320	-31.1132	-3.3736	-25.1091	-5.3019	-19.4645	-8.6735	-15.8650	-13.0429
vp020	3	0.0007	1.0949	25.02.2025 16:48:55	Danke Rosine	r	-68.3449	-46.0330	-72.7780	-33.2164	-71.9835	-21.2424	-67.1158	-8.9293	-58.0898	0.8677	-46.3171	6.3564	-33.2599	4.1615	-28.5440	0.8688	-24.0452	-1.9978	-18.8455	-5.1269	-15.1462	-9.3483
vp020	3	0.0130	1.1072	25.02.2025 16:48:55	Danke Rosine	r	-67.9848	-46.4883	-73.5572	-34.0052	-72.4165	-21.1182	-66.6902	-9.3619	-58.0383	1.0203	-46.8185	6.3735	-33.3763	3.7747	-28.6473	0.4361	-24.1282	-2.2212	-18.7277	-5.2058	-11.9281	-8.6926
