Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp007	1	0.0056	1.3038	14.02.2025 11:33:37	Ohne Kristall	r	-51.6911	-31.0508	-59.7543	-18.8932	-61.6287	-4.7495	-55.0865	6.9026	-46.0013	14.6135	-35.5496	17.4060	-24.4191	13.1807	-19.1777	9.2356	-13.4974	6.5791	-7.4039	2.8813	-1.6788	1.3979
vp007	1	0.0179	1.3161	14.02.2025 11:33:37	Ohne Kristall	r	-51.8981	-31.2407	-60.3984	-19.2064	-61.9402	-5.4865	-57.0346	6.5670	-47.0973	13.8353	-36.3413	16.0288	-24.3937	11.4352	-19.3691	8.2997	-13.7417	6.3880	-7.3078	3.2749	-0.9128	1.8328
vp007	1	0.0302	1.3284	14.02.2025 11:33:37	Ohne Kristall	r	-51.4865	-31.3560	-59.3194	-18.9823	-62.2948	-5.6041	-57.2365	6.3692	-48.2457	13.9859	-37.1494	15.4837	-26.6004	11.2055	-20.8582	8.3295	-14.8593	5.8286	-8.8457	3.8136	-2.4034	1.9272
vp007	1	0.0424	1.3406	14.02.2025 11:33:37	Ohne Kristall	r	-52.0963	-29.5976	-59.0973	-18.6973	-61.4510	-5.9483	-57.1269	5.8800	-48.1092	13.1192	-37.0483	14.2596	-25.1233	9.7448	-19.7649	7.4129	-14.0191	5.6932	-7.4117	4.0936	-1.4602	2.8586
vp007	1	0.0547	1.3529	14.02.2025 11:33:37	Ohne Kristall	r	-51.5825	-30.4113	-58.0223	-19.7746	-60.9778	-7.1052	-57.3347	4.8210	-49.2696	12.3976	-37.9487	14.1034	-26.7320	9.5474	-20.8564	7.9149	-15.0850	5.9818	-8.9676	4.0957	-3.0779	1.4508
vp007	2	0.0110	1.2262	14.02.2025 11:33:42	Ohne betrachten	r	-52.7009	-32.7096	-59.5592	-23.0943	-61.1186	-10.3549	-58.4697	0.9776	-49.8281	9.0273	-37.6947	11.7825	-24.3067	9.8486	-18.7746	8.6744	-12.3587	8.0584	-5.3942	6.6421	1.1748	4.3268
vp007	2	0.0232	1.2384	14.02.2025 11:33:42	Ohne betrachten	r	-53.2561	-32.5259	-59.8618	-22.9115	-62.4649	-9.8173	-59.5828	1.9492	-49.7851	9.9507	-37.6602	11.5138	-24.0259	9.3226	-18.1179	7.7870	-11.7362	5.8510	-4.4309	3.9298	1.3723	1.8928
vp007	2	0.0355	1.2507	14.02.2025 11:33:42	Ohne betrachten	r	-55.3387	-31.9276	-62.4044	-21.5622	-64.3009	-7.8606	-59.9305	3.5117	-48.9246	10.4716	-36.4289	10.9519	-22.8545	8.1789	-17.5417	6.2596	-11.1561	3.4059	-4.1114	2.3893	2.3430	1.6935
vp007	2	0.0477	1.2630	14.02.2025 11:33:42	Ohne betrachten	r	-53.6454	-32.5551	-59.5556	-21.9412	-62.4156	-9.6212	-60.2231	2.0582	-50.3353	9.6049	-39.6359	10.3133	-27.0553	7.8619	-21.2020	6.3616	-13.8993	3.8158	-7.0748	1.2265	-0.9938	0.3896
vp007	2	0.0600	1.2752	14.02.2025 11:33:42	Ohne betrachten	r	-54.4319	-31.9817	-59.4082	-22.3809	-61.1362	-9.9615	-60.2241	1.1591	-50.8569	9.2805	-40.1949	9.8405	-27.6613	6.4641	-21.5796	5.3270	-15.5751	2.7065	-8.4201	0.8197	-3.8201	-0.6738
