Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp006	5	0.0037	1.3170	13.02.2025 16:34:18	Danke Zentrum	r	-57.7350	-39.2645	-63.4801	-28.2474	-64.3824	-15.6396	-60.7276	-4.0806	-51.2771	3.6698	-39.4457	8.2681	-27.6352	7.1276	-21.6730	5.3076	-15.0827	4.3624	-8.5956	3.5521	-2.5106	2.4054
vp006	5	0.0160	1.3293	13.02.2025 16:34:18	Danke Zentrum	r	-58.2496	-40.0152	-63.4492	-28.6014	-65.3765	-16.1906	-62.9591	-4.6497	-53.9913	3.8102	-41.8886	8.3060	-29.8220	7.5889	-23.4304	5.4989	-17.7711	4.0888	-10.9581	3.2790	-5.4082	1.0965
vp006	5	0.0283	1.3415	13.02.2025 16:34:18	Danke Zentrum	r	-57.6097	-39.3464	-62.9921	-27.7858	-64.9508	-15.3534	-62.7033	-3.5551	-53.3520	4.4451	-41.4284	8.1975	-30.2222	6.1996	-24.3166	3.8618	-18.5454	2.2366	-12.2979	0.5458	-6.0247	-0.5310
vp006	5	0.0405	1.3538	13.02.2025 16:34:18	Danke Zentrum	r	-57.9751	-39.7443	-62.9268	-28.0466	-64.4626	-16.1973	-62.8788	-4.2630	-53.3955	3.8070	-41.8746	7.5182	-30.1775	5.5643	-24.6296	3.1472	-18.8870	1.4475	-12.7565	-0.7303	-6.6626	-2.0099
vp006	5	0.0528	1.3661	13.02.2025 16:34:18	Danke Zentrum	r	-58.7695	-40.4310	-63.9110	-28.3396	-65.2582	-16.4479	-63.0661	-4.7834	-53.7303	3.4795	-42.2185	7.0277	-30.2067	4.9226	-24.6694	2.7360	-18.7311	0.8002	-12.8255	-1.2469	-7.3043	-3.3775
vp006	5	0.0650	1.3783	13.02.2025 16:34:18	Danke Zentrum	r	-59.1021	-40.4839	-63.6928	-28.7382	-64.8574	-16.8218	-63.3500	-5.2701	-54.4196	2.7543	-42.8886	5.7183	-31.2276	4.3921	-25.5894	2.3455	-20.6966	-0.3765	-15.7453	-3.5918	-11.3478	-7.5773
vp006	5	0.0773	1.3906	13.02.2025 16:34:18	Danke Zentrum	r	-59.5102	-40.4692	-64.6622	-29.2766	-65.1786	-17.3107	-62.8429	-5.7092	-54.3458	2.6962	-43.0956	6.0019	-31.1329	3.6677	-25.2801	1.3213	-20.4477	-0.8732	-14.8270	-2.7971	-10.0972	-5.9629
vp006	6	0.0076	0.6921	13.02.2025 16:34:23	Danke Runde	r	-59.6549	-41.1213	-64.7095	-29.1212	-64.4539	-17.0809	-60.7538	-5.7244	-52.7413	2.8928	-42.5016	7.0302	-31.1899	6.5108	-25.7408	4.0206	-21.3236	0.2613	-17.3084	-3.6986	-14.9571	-9.2927
vp006	6	0.0199	0.7043	13.02.2025 16:34:23	Danke Runde	r	-59.3451	-41.1927	-64.3411	-29.6981	-65.8178	-17.5913	-63.2243	-5.9733	-55.1677	3.0845	-43.9818	7.1200	-33.0109	6.3867	-27.8313	3.6190	-22.9668	0.1281	-19.5881	-4.3701	-17.2466	-10.1763
vp006	6	0.0322	0.7166	13.02.2025 16:34:23	Danke Runde	r	-58.7528	-40.8710	-63.2592	-29.2458	-64.7334	-17.1683	-63.4938	-5.4195	-55.0882	3.1846	-43.6114	6.1198	-33.4754	5.6466	-28.1545	3.0409	-22.9246	-0.4948	-19.0811	-4.7326	-16.5523	-10.0605
vp006	6	0.0444	0.7288	13.02.2025 16:34:23	Danke Runde	r	-59.2004	-40.3235	-64.4859	-29.2368	-65.5052	-17.0374	-63.7627	-5.1283	-54.8312	3.0543	-43.7467	6.7002	-32.7729	5.7216	-27.5743	3.2268	-22.5760	-0.7215	-18.7616	-5.0296	-16.1674	-10.2771
vp006	6	0.0567	0.7411	13.02.2025 16:34:23	Danke Runde	r	-59.0318	-39.9344	-64.3688	-28.9571	-66.2570	-17.2031	-63.8462	-5.4041	-55.1998	3.2073	-44.0318	6.5059	-33.5920	5.2045	-28.2828	2.8010	-23.3619	-0.8324	-19.8520	-5.3275	-17.1737	-10.6407
vp006	6	0.0690	0.7534	13.02.2025 16:34:23	Danke Runde	r	-59.3024	-41.4951	-65.3773	-30.5472	-66.5724	-18.9962	-63.3352	-7.2111	-55.0513	1.3835	-44.0960	6.3353	-33.6874	4.2420	-28.3056	1.5687	-23.6023	-1.8655	-19.6974	-5.7275	-17.0556	-10.9498
vp006	6	0.0812	0.7656	13.02.2025 16:34:23	Danke Runde	r	-59.6241	-40.9658	-65.0558	-29.6365	-66.1463	-17.8561	-63.7998	-6.1229	-55.5732	2.9979	-44.1450	6.8736	-33.5488	4.7282	-28.1785	2.8816	-23.0450	-0.1471	-19.0936	-4.2133	-16.4613	-9.7940
vp006	6	0.0935	0.7779	13.02.2025 16:34:23	Danke Runde	r	-59.7885	-41.3712	-65.3338	-29.9757	-65.6555	-18.1980	-62.5376	-6.9940	-54.6499	2.0062	-43.0375	5.6846	-32.6383	3.5229	-27.0725	1.0254	-22.1747	-1.9138	-18.4226	-5.8081	-16.2508	-11.0336
vp006	7	0.0120	0.9060	13.02.2025 16:34:27	Ohne Luftfracht	r	-58.3330	-42.2564	-63.6378	-30.6365	-65.3659	-18.8302	-63.4164	-6.6854	-55.4987	2.7850	-43.9310	6.8089	-32.8930	4.3094	-27.5523	1.6513	-22.5072	-1.2133	-17.9934	-4.3872	-15.1300	-9.3730
vp006	7	0.0243	0.9182	13.02.2025 16:34:27	Ohne Luftfracht	r	-58.6353	-43.3338	-63.8157	-31.8850	-65.5910	-20.0548	-64.0260	-7.8860	-56.7944	2.3618	-45.4903	6.9570	-34.3891	3.8959	-28.2793	1.9722	-23.6125	-1.4297	-19.4418	-5.5099	-16.9158	-10.6690
vp006	7	0.0365	0.9305	13.02.2025 16:34:27	Ohne Luftfracht	r	-58.7139	-42.8046	-64.0614	-31.0305	-65.5706	-18.6311	-63.4494	-5.8065	-55.7323	3.3322	-44.1874	6.9183	-33.5825	3.4914	-27.7131	0.9232	-22.2257	-1.8277	-17.3551	-5.3458	-14.3868	-10.5383
vp006	7	0.0488	0.9428	13.02.2025 16:34:27	Ohne Luftfracht	r	-59.1020	-42.8599	-63.9507	-31.5591	-65.4967	-19.9946	-63.7614	-7.9398	-56.4984	1.8738	-44.7563	5.7468	-33.9104	3.7895	-27.8026	1.3115	-22.7748	-1.6665	-18.5862	-5.0604	-16.1625	-10.3129
vp006	7	0.0611	0.9550	13.02.2025 16:34:27	Ohne Luftfracht	r	-58.5289	-42.8057	-64.2647	-31.4963	-65.4228	-19.5997	-63.2205	-7.7320	-55.2463	1.6376	-44.0310	5.8885	-33.1788	3.4101	-27.4863	0.9683	-22.5276	-1.8699	-17.8393	-5.3432	-15.6427	-10.7207
vp006	7	0.0733	0.9673	13.02.2025 16:34:27	Ohne Luftfracht	r	-59.2911	-42.7359	-64.6412	-31.6701	-65.4231	-20.1602	-62.2605	-8.8112	-54.3521	0.6794	-42.8903	4.6045	-31.7480	2.5608	-25.9244	0.1738	-20.9653	-2.4067	-16.6410	-6.1243	-14.2977	-11.3727
vp006	8	0.0013	0.7534	13.02.2025 16:34:32	Danke Kreatur	r	-57.2910	-41.4657	-61.3359	-28.7668	-61.2564	-16.3364	-58.5665	-3.9239	-50.1323	4.7415	-38.4287	8.7261	-26.5293	7.6997	-20.9062	5.4278	-15.5892	2.8211	-10.4110	-0.6331	-5.2473	-4.5202
vp006	8	0.0135	0.7656	13.02.2025 16:34:32	Danke Kreatur	r	-58.2275	-40.0596	-62.1302	-27.2452	-62.1599	-14.9732	-58.3664	-2.8488	-49.0509	5.7922	-37.8801	9.2154	-26.0993	8.0447	-20.5573	5.2366	-15.6754	2.4120	-10.6006	-1.8351	-5.3310	-5.8200
