vp	file	rhotic_label	rhotic_start	rhotic_end	rhotic_dur	rhotic_mid	no_closures_total	rhotic_centre_of_gravity	rhotic_sd	rhotic_skewness	rhotic_kurtosis	rhotic_central_moment	rhotic_intensity	rhotic_intensity_norm
1	vp001_Bitte_Frist0	u_f_2_u	1.266349	1.3446602340337284	0.07831123403372842	0.7114857340337284	0	1641.56	1483.64	2.23	5.66	7292884046.69	45.76	66.01
1	vp001_Bitte_Rest0	u_f_2_vu	1.5080965189084374	1.6269721903938357	0.11887567148539824	0.872923930939617	0	2274.76	2411.18	1.65	1.84	23090660234.47	52.39	71.72
1	vp001_Bitte_Rolle0	u_f_3_vu	0.9611963494016927	1.0768747254674784	0.11567837606578568	0.5962765507666321	0	3147.61	2759.37	0.59	-1.29	12301822657	52.5	70.07
1	vp001_Danke_Krone0	u_f_2_u	1.3229071189514372	1.465941	0.14303388104856274	0.8044874405242813	0	3402.52	2274.9	0.68	-0.46	8049571013.32	46.2	69.18
1	vp001_Danke_druecken0	u_f_2_u	1.2828485196743056	1.3684000317675278	0.0855515120932222	0.726975771930375	0	2077.04	703.21	6.2	58.59	2155936947.05	44.73	67.07
1	vp001_Ohne_Schrott0	u_f_2_u	1.6620556570349196	1.766070472454007	0.10401481541908741	0.9350426439365472	0	1021.55	822.28	4.31	33.25	2398396552.45	41.62	64.1
1	vp001_Ohne_diskret0	u_f_2_u	1.2713314825796447	1.385941	0.11460951742035541	0.7502752587101778	0	1159.74	1142.9	3.84	22.86	5728259300.5	50.55	71.43
2	vp002_Bitte_Australien0	u_f_2_u	1.3510354332629626	1.426761483270492	0.07572605000752941	0.7512437666390107	0	1924.11	2170.7	2.09	4.07	21336137209.52	52.76	65.08
2	vp002_Bitte_Regen0	u_f_1_u	0.8787992804143829	0.9371825543872218	0.05838327397283882	0.4977829141800303	0	3929.21	3173.89	0.64	-0.92	20375912075.43	54.25	64.11
2	vp002_Danke_Mikrowelle0	u_f_1_u	1.0677361416668094	1.1418165361344454	0.07408039446763603	0.6079484653010407	0	990.84	614.65	1.54	1.91	356920565.34	49.73	62.49
2	vp002_Danke_schraeg0	u_f_1_s	0.941932211796057	1.008543717312879	0.06661150551682204	0.5375776114148505	0	915.31	1090.89	4.12	19.41	5346795163.07	50.42	63.51
2	vp002_Danke_unterschreiben0	u_f_2_u	1.2153122466425272	1.287350540941988	0.07203829429946085	0.6796944176207245	0	1480.04	1366.28	2.78	10.61	7088815845.45	51.99	63.48
2	vp002_Ohne_Rippe0	u_f_2_v	0.7082124629894496	0.7613431253604296	0.053130662370979964	0.4072368938657048	0	3191.79	2551.98	1.17	0.56	19367179131.97	64.02	74.65
3	vp003_Bitte_Einschraenkung0	u_f_2_u	1.1386069773537895	1.20020419172461	0.06159721437082055	0.6309007030477153	0	3313.63	2670.66	1.1	0.23	21043328149.2	51.33	67.1
3	vp003_Bitte_Profit0	u_f_2_u	0.8332733562039766	0.8995038349104929	0.06623047870651633	0.4828671568085046	0	1969.63	2441.68	2.44	4.98	35464003962.85	47.94	63.06
3	vp003_Danke_Geruch0	u_f_2_v	1.0100369500890796	1.0734736029159708	0.06343665282689126	0.568455127871431	0	2803.51	2407.85	1.34	1.24	18714259987.5	58.82	72.74
3	vp003_Danke_Rind0	u_f_2_v	1.0019078783883162	1.065533	0.06362512161168388	0.564579060805842	0	2085.78	2520.02	1.93	2.34	30960934378.11	59.7	76.19
3	vp003_Danke_bekreuzigen0	u_f_2_u	0.8227803779778414	0.8859495112189777	0.06316913324113627	0.474559322230057	0	1315.59	1027.34	2.28	11.26	2472518719.75	51.87	68.03
3	vp003_Ohne_Krabbe0	u_f_3_u	0.792292905902741	0.8743781578629277	0.08208525196018668	0.4782317049115572	0	6082.43	3229.69	-0.41	-1.19	-13957236777.84	53.45	66.44
4	vp004_Bitte_Afrika0	u_f_2_u	0.8727895285246107	0.9234734148742154	0.050683886349604745	0.4870786506119101	0	826.59	698.05	6	53.44	2040609884.77	49.36	58.49
4	vp004_Bitte_Australien0	u_f_2_u	0.7040756950294979	0.7549471098631709	0.05087141483367308	0.402909262348422	0	3339.35	3069.34	0.75	-0.58	21641983759.75	51.28	62.49
4	vp004_Bitte_Befragung0	u_f_2_u	0.623317910175427	0.6941362592750915	0.07081834909966445	0.38247730418737796	0	1011.31	806.76	2.05	6.62	1078021708.26	56.07	64.41
4	vp004_Bitte_Beitrag0	u_f_2_u	0.8387005362507669	0.916508	0.07780746374923309	0.49715773187461654	0	1223.9	645.34	1.15	8.6	308676378.6	53.23	62.43
4	vp004_Bitte_Brise0	u_f_2_v	0.9427478741497741	1.0032368177582764	0.06048894360850232	0.5318628806833894	0	2747.67	2920.97	1.3	0.27	32291728692.66	63.15	74.54
4	vp004_Bitte_Brunnen0	u_f_2_v	0.546969614668475	0.6099164171751098	0.06294680250663476	0.3364316098408723	0	1846.35	2465.57	2.02	3.2	30315902536.08	61.96	75.64
4	vp004_Bitte_Chronologie0	u_f_2_u	0.366939	0.43903286623424337	0.07209386623424335	0.25556336623424336	0	2185.86	1455.08	1.19	1.98	3669714803.98	46.77	61.1
4	vp004_Bitte_Draht1	u_t_2_v	0.7483084297599266	0.8008527163517585	0.05254428659183186	0.42669850147179517	2	2494.53	2175.42	1.69	2.28	17384156894.15	65.72	75.86
4	vp004_Bitte_Dramatik0	u_a_2_v	0.6496426055986632	0.684637520471511	0.03499491487284789	0.3598162176721795	0	3474.29	2827.83	1	0.22	22535449034.66	60.88	71.05
4	vp004_Bitte_Dressur0	u_a_2_v	0.6330519706277924	0.6634367034711016	0.030384732843309226	0.3469107181572054	0	1038.52	1590.56	3.53	12.77	14207036502.23	64.46	77.74
4	vp004_Bitte_Einschraenkung0	u_f_2_u	0.6079314358887123	0.6618315012727688	0.05390006538405645	0.3578657833284126	0	1275.74	533.73	2.11	23.42	321135552.86	53.68	64.31
4	vp004_Bitte_Euro0	u_t_2_u	0.7587306019273463	0.8109562356595792	0.05222563373223288	0.43159093469590604	3	3852.95	2998.02	1.02	-0.4	27605190608.95	55.01	66.17
4	vp004_Bitte_Express0	u_f_1_u	1.026032	1.0853390493328618	0.059307049332861794	0.5723230493328618	0	761.89	1037.45	5.95	39.89	6647247811.83	54.53	63.88
4	vp004_Bitte_Fortschritt0	u_f_2_u	0.8765915667946507	0.9360480403382396	0.05945647354358896	0.4977522569409143	0	1444.1	960.89	2.3	13.55	2037583987.54	52.61	62.39
4	vp004_Bitte_Fracht0	u_f_2_u	0.6707554986189315	0.7214454106358256	0.0506899120168941	0.38606766132635983	0	899.45	928.98	2.82	10.42	2259390748.95	51.93	61.08
4	vp004_Bitte_Frage0	u_f_2_u	0.6150449181427223	0.682433997185932	0.06738907904320968	0.37491153811457084	0	794.4	530.78	7.02	65.72	1049746934.04	53.97	64.7
4	vp004_Bitte_Fragment0	u_f_2_u	0.7452025092499915	0.786122	0.04091949075000845	0.4135207453750042	0	3104.07	3201.22	1.32	0.23	43190274620.12	57.74	67.48
4	vp004_Bitte_Fraktion0	u_f_2_u	0.8129422873007053	0.8650541141356171	0.05211182683491178	0.4585829704852644	0	2211.75	2416.45	1.86	2.39	26176401672.54	57.34	69.34
4	vp004_Bitte_Franken0	u_t_2_u	0.7831886534425113	0.8483063062814513	0.06511765283894	0.45671197956019566	2	3333.51	2560.39	0.92	-0.11	15467415507.99	49.39	62.82
4	vp004_Bitte_Franzose0	u_a_1_v	0.7470810080170048	0.7744994098737205	0.027418401856715624	0.40095890586521804	0	2957.09	2378.38	1.27	1.09	17153119496.93	55.4	68.99
4	vp004_Bitte_Fratze0	u_f_2_v	0.8441429494291415	0.8868604156328033	0.04271746620366179	0.46478894091823253	0	2345.18	1585.93	1.36	2.8	5436322772.79	60.04	70.9
4	vp004_Bitte_Fremder0	u_t_2_u	0.6320717149413868	0.6826195636036229	0.05054784866223605	0.36658370613292945	2	786.43	993.41	5.04	26.83	4939089882.92	55.36	66.31
4	vp004_Bitte_Frequenz0	u_f_2_v	0.716867675847244	0.7398865508480374	0.02301887500079347	0.38145271292441546	0	3198.24	2971.83	1.17	0.28	30699068360.29	61.91	73.6
4	vp004_Bitte_Freund0	u_t_2_v	0.7077133205695171	0.7552947207048425	0.04758140013532541	0.40143806042008395	3	3177.21	1922.89	1.67	3.48	11903604605.68	56.61	66.18
4	vp004_Bitte_Friseur0	u_f_1_u	0.6388165483862674	0.6820615768909466	0.04324502850467915	0.3626533026978129	0	1800.42	1335.23	0.56	-0.75	1341096669.65	50.1	58.95
4	vp004_Bitte_Frist0	u_f_2_u	0.7294303948589173	0.77619	0.046759605141082794	0.4114748025705414	0	1395.47	1862.38	2.33	5.26	15019500547.12	48.13	61.66
4	vp004_Bitte_Frosch0	u_f_2_u	0.686259	0.7325733614225979	0.04631436142259793	0.3894438614225979	0	2341.09	2531.68	1.48	1.33	23952124434.8	54.88	65.62
4	vp004_Bitte_Gefrierfach1	u_f_2_u	0.9626350498446468	1.0215949252933383	0.05895987544869152	0.5402774003710149	0	1220.54	1589.88	2.88	8.76	11586233412.29	43.7	55.58
4	vp004_Bitte_Gericht0	u_f_2_v	0.8630595822867432	0.9139683255270201	0.050908743240276944	0.48243853438364853	0	1706.53	2020.84	2.17	3.84	17925139660.34	60.36	76.22
4	vp004_Bitte_Gluecksbringer0	u_a_2_v	0.8489510968256713	0.8773161218424038	0.028365025016732548	0.4528405734295682	0	1327.25	1335.16	1.85	3.77	4414938324.54	67.36	83.01
4	vp004_Bitte_Groesse0	u_t_2_v	0.9098492805244879	0.9617439080833091	0.05189462755882124	0.5068192678210652	1	2648.62	2854.88	1.5	1.09	34876598662.86	63.03	75.95
4	vp004_Bitte_Gruppe0	u_f_2_v	0.6744524272093995	0.7200565401621675	0.045604112952768006	0.38283032655746774	0	1244.89	1076.89	1.51	3.08	1882859798.77	60.51	76.05
4	vp004_Bitte_Gruss0	u_t_2_v	0.7459000504215128	0.7853374596330471	0.03943740921153438	0.41238743442229076	1	2117.23	2452.77	1.89	2.54	27879179263.21	55.58	73.08
4	vp004_Bitte_Heuschrecke0	u_t_1_u	0.9780538235938623	1.027480118052787	0.04942629445892477	0.5384532062558559	1	2321.59	2056.74	1.71	2.95	14891269417.85	57.72	64.49
4	vp004_Bitte_Kobra0	u_f_2_u	1.0073009957873043	1.0588620347531812	0.05156103896587694	0.5552115368595291	0	2634.33	2752.01	1.35	0.85	28207725896.57	58.89	69.86
4	vp004_Bitte_Kontrolle0	u_f_2_u	0.9167998993461893	0.9689403066627587	0.052140407316569326	0.510540356989664	0	951.83	1010.77	2.85	8.77	2940182987.49	55.95	66.45
4	vp004_Bitte_Kostprobe0	u_f_1_u	0.9508466317622439	1.0241826719436693	0.07333604018142537	0.5487593560625473	0	819.52	829.48	4.35	26.58	2483026642.32	52.64	60.54
4	vp004_Bitte_Kratzer0	u_f_2_u	0.6405576830601738	0.7263947961955072	0.08583711313533338	0.4061159546654203	0	2032.54	1307.62	0.59	0.06	1317711036.16	51.13	63.47
4	vp004_Bitte_Krawatte0	u_f_2_u	0.6527574578842769	0.7063301319407551	0.05357267405647825	0.3799514029986167	0	3629.7	2466.88	1.01	0.36	15111411700.97	61.86	69.59
4	vp004_Bitte_Kredit0	u_f_2_u	0.5631686610609725	0.6317859629362993	0.06861730187532677	0.35020163240581303	0	747.45	610.11	7.69	69.47	1746044214.73	53.21	69.53
4	vp004_Bitte_Krug0	u_f_2_u	0.792035519286435	0.8699701454751929	0.0779346261887579	0.4739523858319754	0	3094.65	2478.97	1.14	0.44	17346079737	53.85	67.46
4	vp004_Bitte_Mantra0	u_f_2_uv	0.8817757914456428	0.9475659975540797	0.06579020610843689	0.5066781018312583	0	3448.26	2961.61	1.09	-0.06	28263029143.1	57.63	70.91
4	vp004_Bitte_Membran0	u_t_2_v	0.94216827330463	0.9966752837380034	0.05450701043337336	0.5255911470856884	1	1033.11	1088.75	2.2	4.63	2836852686.7	64.61	75.05
4	vp004_Bitte_Mikrofon0	u_f_2_u	0.9239942733642077	0.9573922153488547	0.03339794198464696	0.4953950786667508	0	3963.71	2676.66	0.77	-0.12	14843664265.6	52.76	66.79
4	vp004_Bitte_Moral0	u_t_2_b	0.6224280584520876	0.7059796438314361	0.08355158537934848	0.3947656146053923	2	2081.92	2361.78	1.76	2.49	23171750719.05	62.31	72.69
4	vp004_Bitte_Praline0	u_f_2_u	0.7340667179573136	0.786168	0.05210128204268638	0.4191346410213432	0	2120.96	2360.59	1.7	1.83	22373880025.74	62.9	72.65
4	vp004_Bitte_Praxis0	u_f_2_u	0.656372	0.7206152065201525	0.06424320652015258	0.39242920652015256	0	2229.23	1552.31	0.39	-0.94	1453344174.9	56.47	67.01
4	vp004_Bitte_Presse0	u_f_2_u	0.7752251294524233	0.8253957738421023	0.050170644389679	0.43778320911589064	0	2736.96	2700.07	1.47	0.9	28885950501.61	57.28	66.33
4	vp004_Bitte_Prinzip0	u_f_2_u	0.8593495656913471	0.9071785029099456	0.04782893721859849	0.47750372006427205	0	4678.56	2943.91	0.44	-0.9	11329346635.8	49.61	65
4	vp004_Bitte_Probe0	u_f_2_u	0.7640341206819811	0.8399371641589328	0.07590304347695176	0.4579201038179423	0	1264.26	1043.7	1.32	1.97	1500437743.74	57.9	69.06
4	vp004_Bitte_Profit0	u_f_2_u	0.6202029013520436	0.6714283622978848	0.05122546094584124	0.36132691162186303	0	1689.22	1432.02	0.91	-0.006	2683010588.49	50.22	64.7
4	vp004_Bitte_Quadrat0	u_f_2_u	1.0103637075416596	1.0808973802608577	0.07053367271919808	0.5757155264900279	0	1971.95	1021.65	1	2.67	1064111433.42	57.75	68.23
4	vp004_Bitte_Radio0	u_t_2_v	0.6929719777038047	0.7358542891159833	0.042882311412178575	0.3893683002640809	1	3303.26	2641.47	1.04	-0.26	19133238945.66	65.92	74.55
4	vp004_Bitte_Rand0	u_t_2_v	0.6047756349916013	0.6541253122854629	0.04934967729386164	0.35173749478966226	2	2973.95	2277.22	1.32	1.35	15562281588.87	64.71	72.76
4	vp004_Bitte_Rast0	u_t_2_u	0.6780418328623153	0.7292413963785339	0.05119956351621857	0.39022047994737624	1	3002.53	2454.43	1.46	1.34	21561639445.46	59.52	66.34
4	vp004_Bitte_Ratte0	u_f_2_v	0.8433867643711008	0.8971347189070498	0.05374795453594894	0.47544133672149935	2	2997.56	2584.32	1.18	0.48	20377299170.52	60.43	73.66
4	vp004_Bitte_Rebell0	u_a_2_v	0.6895710744417036	0.7365511843422099	0.04698010990050627	0.3917656471213581	0	3388.93	2484.72	1	0.04	15392319071.05	64.11	74.05
4	vp004_Bitte_Rechner0	u_f_2_u	0.6109617347656128	0.6496263980402611	0.03866466327464835	0.34414553065745473	0	2351.72	2089.02	1.76	3.04	16037771776.9	59.32	68.37
4	vp004_Bitte_Rechnung0	u_t_2_u	0.4644916506816815	0.5201225767669861	0.05563092608530462	0.2878767514261454	3	2425.07	1455.67	0.6	1.28	1857681248.45	60.68	70.8
4	vp004_Bitte_Redakteur0	u_a_2_v	0.6727823071312388	0.7397057696812783	0.06692346255003956	0.40331461611565894	0	2866.28	2687.53	1.29	0.34	25015580237.03	65.4	77.17
4	vp004_Bitte_Regen0	u_f_2_v	0.765941	0.8264636761674957	0.06052267616749574	0.44349317616749573	0	4010.52	2677.85	0.74	-0.33	14233895753.63	59.38	74.49
4	vp004_Bitte_Regisseur0	u_f_2_v	0.526485	0.576463	0.04997799999999997	0.31322049999999996	0	759.85	739.5	3.47	14.05	1402414611.05	62.64	73.3
4	vp004_Bitte_Reh0	u_a_2_v	0.88576	0.9431997036837801	0.05743970368378015	0.5003197036837801	0	2959.27	2633.7	1.35	0.78	24697344912.15	61.07	72.52
4	vp004_Bitte_Reklame0	u_f_2_u	0.6813838299744995	0.7219866722435063	0.04060284226900679	0.38129475725625656	0	3946.38	3218.4	0.79	-0.76	26272362256.46	57.61	68.57
4	vp004_Bitte_Rennen0	u_f_2_u	0.6743358238606938	0.7356045210772488	0.061268697216555035	0.39843660914690193	0	3023.87	2336.1	1	0.32	12709963270.57	57.57	69.02
4	vp004_Bitte_Reptil0	u_f_1_u	0.696145	0.7464605241770096	0.050315524177009574	0.3983880241770096	0	3258.2	2101.48	0.96	0.52	8953552796.8	55.26	66.96
4	vp004_Bitte_Rest0	u_t_2_v	0.6154726725732899	0.6651995117135652	0.049726839140275314	0.35746317542692024	1	1135.47	963.08	2.2	5.75	1966097915.49	60.99	70.89
4	vp004_Bitte_Richter0	u_f_2_v	0.619739429600299	0.666349	0.04660957039970093	0.35647928519985045	0	2227.56	2017.8	1.91	3.26	15668132908.7	59.28	72.97
4	vp004_Bitte_Risiko0	u_f_2_v	0.642758367395885	0.6881032088751272	0.045344841479242226	0.3667240251771847	0	3218.62	1556.02	1.38	3.61	5199993333.36	62.52	74.1
4	vp004_Bitte_Risotto0	u_f_2_v	0.5044191871527808	0.5561410439425023	0.05172185678972152	0.3039314503661119	0	1421.57	1106.79	1.51	5.57	2050360762.71	64.72	76.64
4	vp004_Bitte_Ritter0	u_f_2_v	0.7455689043672423	0.7840155410044388	0.038446636637196496	0.41123108882081766	0	3209.4	3067.58	1.09	-0.1	31446088682.98	59.8	70.43
4	vp004_Bitte_Rock0	u_t_2_u	0.716054	0.7838401011756966	0.06778610117569661	0.4258131011756966	2	3680.22	3097.82	0.59	-0.86	17629329264.07	58.53	69.25
4	vp004_Bitte_Rohr0	u_f_1_u	0.531729156530927	0.6117324059869406	0.08000324945601356	0.34586782772147706	0	1793.74	1560.85	1.15	0.73	4377914192.54	51.55	63.6
4	vp004_Bitte_Rolle0	u_f_2_u	0.606304	0.6600063514514849	0.05370235145148494	0.3568543514514849	0	2034.7	2081.18	1.59	1.99	14374836506.92	57.58	67.04
4	vp004_Bitte_Rose0	u_t_2_u	0.7467652856746263	0.8104209746405132	0.06365568896588691	0.43703833180320006	1	3323.79	3514.59	1.05	-0.48	45596215984.12	59.98	71.53
4	vp004_Bitte_Rost0	u_t_2_v	0.7669814061532445	0.836009	0.0690275938467555	0.45251829692337775	3	4143.86	2742.23	0.35	-0.83	7196873404.9	62.81	74.77
4	vp004_Bitte_Rotation0	u_f_1_u	0.5192843232811915	0.5687734424842498	0.04948911920305832	0.30913128084365404	0	938.24	812.23	2.32	7.63	1243804268.94	55.87	71.42
4	vp004_Bitte_Roulette0	u_f_2_u	0.7710629189442031	0.8237793422198647	0.05271642327566162	0.43824788274776316	0	2694.53	2895.38	1.34	0.54	32577588105.63	53.98	67.11
4	vp004_Bitte_Rucksack0	u_t_2_uv	0.7286219305023602	0.797925607986589	0.06930367748422872	0.43361464273540884	3	2087.78	2358.21	1.66	1.65	21712716803.16	58.03	70.14
4	vp004_Bitte_Ruhm0	u_a_2_v	0.7869267055330921	0.8357432768560223	0.04881657132293027	0.4422799240894763	0	3950.14	3041.6	0.96	-0.28	26903193377.1	60.32	77.73
4	vp004_Bitte_Ruine0	u_a_2_v	0.726032	0.782838722265114	0.05680672226511396	0.41982272226511397	0	3429.99	3192.06	0.96	-0.5	31226297546.13	64.08	78.89
4	vp004_Bitte_Schranke0	u_f_2_u	0.8083316424730912	0.8583373826642503	0.05000574019115911	0.4541715614277047	0	3326.44	2562.36	0.83	-0.22	13897901167.34	60.36	71.24
4	vp004_Bitte_Schreck0	u_f_2_uv	0.46822666860621087	0.5193290993858625	0.0511024307796516	0.28521576508275703	0	2467.4	2556.45	1.4	1.29	23471213093.1	58.49	68.05
4	vp004_Bitte_Schritt0	u_f_2_u	0.8089859780835853	0.859063731676569	0.05007775359298372	0.45457074263477637	0	2655.74	1606.88	1.93	5.93	8018572841.04	53.44	67.16
4	vp004_Bitte_Tracht0	u_f_2_v	0.686213	0.746213	0.06000000000000005	0.40310650000000003	0	6067.27	2981.86	-0.03	-1.47	-788809655.5	58.66	66.74
4	vp004_Bitte_Trage0	u_f_2_u	0.716236	0.796236	0.08000000000000007	0.43811800000000006	0	862.95	740.78	2.82	12.96	1145030844.38	56.43	65.09
4	vp004_Bitte_Tragoedie0	u_f_2_v	0.9043584605526224	0.94712	0.042761539447377594	0.4949407697236888	0	2082.22	2574.95	1.71	1.55	29227964062.36	58.3	68.69
4	vp004_Bitte_Traktor0	u_f_2_u	0.7150146412247127	0.7707902468400271	0.05577560561531436	0.4132829262276707	0	2072.3	2376.22	1.7	2.08	22774944552.05	55.28	64.04
4	vp004_Bitte_Treppe0	u_t_2_u	0.7945878415440012	0.8387959599213759	0.044208118377374706	0.4415020391493753	1	1783.79	1569.35	2.08	6.02	8034850431.25	61.45	71.03
4	vp004_Bitte_Tresor0	u_t_2_u	0.7947294380510519	0.8499659666128292	0.0552365285617773	0.45260124758730325	2	3513.88	2704.24	0.81	-0.18	16009067894.14	56.61	67.59
4	vp004_Bitte_Trikot0	u_f_2_v	0.6683262654726096	0.716281	0.0479547345273903	0.3821178672636951	0	994.33	1528.4	4.04	17	14440529354.38	64.88	79.96
4	vp004_Bitte_Trompete0	u_a_2_v	0.8566261724398162	0.9021347439583106	0.04550857151849441	0.4738216577384025	0	3630.7	2666.04	0.95	0.08	17947885125.78	59.71	74.31
4	vp004_Bitte_Umfrage0	u_a_2_v	0.9542881673934446	0.9923048207766322	0.038016653383187604	0.5151607370799098	0	2713.27	2315.85	1.49	1.79	18457628386.22	61.72	73.68
4	vp004_Bitte_Umrandung0	u_t_2_v	0.8507770856616533	0.926077	0.07529991433834671	0.5006884571691734	2	1372.92	1035.78	1.05	1.99	1164600391.31	62.72	72.45
4	vp004_Bitte_Unterbrechung0	u_a_2_v	0.5490277233223354	0.5744151836906011	0.02538746036826567	0.29990132202943337	0	1206.95	774.72	4.54	30.18	2110308645.7	61.23	71.58
4	vp004_Bitte_Vorfreude0	u_f_2_u	0.9382713005161435	0.9947214411613672	0.05645014064522369	0.5255857909032955	0	2837.55	2505.25	1.28	0.98	20178206983.78	55.48	68.59
4	vp004_Bitte_Zebra0	u_a_2_v	0.8774182370268324	0.9257895277087523	0.04837129068191992	0.48708040919533613	0	7366.4	2280.35	-1.12	0.95	-13222222231.52	64.87	74.88
4	vp004_Bitte_Zigarette0	u_t_2_v	0.8810974895267945	0.9350340525426094	0.05393656301581495	0.4944853077792122	1	3857.04	2812.91	0.02	-1.27	362710490.02	64.21	75.24
4	vp004_Bitte_Zitrone0	u_t_2_v	0.713172320842247	0.7956526363081327	0.08248031546588563	0.43906647588700914	1	5244.44	1105.27	0.69	3.5	925148267.39	58.43	71.78
4	vp004_Bitte_bankrott0	u_a_2_v	0.8218439073200283	0.8688640681231383	0.04702016080311	0.45794211446312416	0	4307.79	3175.94	0.12	-1.46	3964103221.66	59.58	70.71
4	vp004_Bitte_befreundet0	u_f_2_u	0.6335393527295232	0.6792383265793989	0.045698973849875646	0.36246865021463726	0	1408.62	1439.17	1.54	1.29	4582854738.98	48.59	60.47
4	vp004_Bitte_beruehmt0	u_a_2_v	0.6585911219803605	0.7536393434404113	0.09504822146005076	0.424343782450231	0	6476.61	1901.66	-0.29	1.16	-1976601038.48	67.47	83.83
4	vp004_Bitte_praktikabel0	u_f_2_u	0.7650811344319969	0.8352299593336021	0.07014882490160523	0.4526893921176037	0	3713	2991.68	0.84	-0.5	22440267700.33	49.99	62.25
4	vp004_Bitte_verfrueht0	u_f_2_v	0.896236	0.9510418057056426	0.05480580570564253	0.5029238057056425	0	2830.77	2686.33	0.82	-0.4	15953767101.33	58.52	70.8
4	vp004_Danke_Anruf0	u_f_2_u	1.0026427469075836	1.065404482759573	0.06276173585198941	0.5640831093057812	0	1502.24	721.72	1.77	10.39	663598737.9	45.43	54.95
4	vp004_Danke_Aufprall0	u_f_2_u	0.976281	1.0388908673185273	0.06260986731852736	0.5507503673185273	0	2800.27	2788.26	1.41	0.89	30514022653.14	52.33	59.58
4	vp004_Danke_Aufpreis0	u_f_2_u	0.936372	0.9987172607872639	0.06234526078726388	0.5305312607872639	0	1795.01	2099.55	2.23	4.13	20607221573.61	48.59	57.49
4	vp004_Danke_Bedrohung0	u_t_2_v	0.7870737310414478	0.8544113738429627	0.06733764280151489	0.4608745083222388	2	1105.86	838.79	2.49	10.48	1470064794.14	59.57	71.42
4	vp004_Danke_Beratung0	u_a_2_v	0.8519685169617971	0.906122	0.05415348303820289	0.48013774151910144	0	873.7	477.29	4.19	30.14	456026868.09	62.68	72.46
4	vp004_Danke_Beruf0	u_t_2_u	0.8139664736883123	0.8868053764757553	0.07283890278744298	0.47982213963159914	2	867.37	436.94	4.41	41.81	367845450.96	48.15	56.8
4	vp004_Danke_Beschraenkung0	u_f_2_u	0.846259	0.886259	0.040000000000000036	0.4631295	0	1043.82	611.59	3.36	27.32	767965437.57	56.05	65.57
4	vp004_Danke_Beschreibung0	u_f_2_u	0.496825	0.546848	0.050022999999999984	0.29843549999999996	0	633.31	448.62	13.51	235.76	1219987384.57	52.36	64.67
4	vp004_Danke_Brett0	u_t_2_vu	0.8716301273973874	0.9370711054391908	0.06544097804180338	0.5012560417404971	1	2414.25	2686.07	1.5	1.09	29118160841.2	61.03	70.17
4	vp004_Danke_Brikett0	u_a_2_v	0.7808915866331515	0.8150263029979878	0.03413471636483634	0.4245805096814121	0	5253.96	2780.01	-0.11	-0.95	-2442432103.43	63.85	72.58
4	vp004_Danke_Brot0	u_t_2_v	0.8297705562783069	0.8875868365896267	0.0578162803113198	0.47270155845047324	1	3186.87	1613.95	0.77	1.13	3218469463.65	60.29	67.74
4	vp004_Danke_Bruch0	u_t_2_v	0.7656464149459208	0.8260040935697681	0.06035767862384733	0.4431808860968077	1	1167.69	726.95	2.85	11.6	1095030133.77	58.32	65.99
4	vp004_Danke_Brust0	u_a_2_v	0.7994651325783544	0.8516294554070938	0.052164322828739396	0.4518968891179166	0	1796.6	1333.46	0.94	0.08	2226364034.79	54.39	63.17
4	vp004_Danke_Drache0	u_t_2_v	1.443028274312317	1.4991917003734145	0.05616342606109748	0.777677563217256	1	4267.48	3305.22	0.57	-1.02	20676343964.25	62.02	70.36
4	vp004_Danke_Drama0	u_t_2_v	0.9191681313478369	1.0017461733002055	0.08257804195236862	0.542162107626287	1	2714.3	2559.42	1.61	2.02	26959788248.03	61.46	68.53
4	vp004_Danke_Druide0	u_a_2_v	0.6698207930644559	0.7245662624209878	0.054745469356531906	0.38965586588875983	0	1234.25	635.3	4.73	43.34	1211688520.42	62.02	71.07
4	vp004_Danke_Einrichtung0	u_f_2_v	1.6673412922563802	1.71966554813201	0.05232425587562983	0.8859949020038199	0	2883.71	3018.54	1.27	0.31	34964811145.15	60.54	72.46
4	vp004_Danke_Februar0	u_f_2_u	0.806485	0.8764196369577532	0.06993463695775315	0.47317713695775315	0	3483.02	2738.26	1.1	0.14	22528044416.67	45.49	54.91
4	vp004_Danke_Franzoesisch0	u_f_2_u	0.5425620165031901	0.584893455791096	0.04233143928790584	0.3136124475395009	0	1159.27	756.22	2.59	12.52	1119735866.75	53.84	66.31
4	vp004_Danke_Frieden0	u_a_2_v	0.8036967187120649	0.8394312393133261	0.035734520601261144	0.4375828799572936	0	3055.81	2758.86	0.76	-0.62	15868530471.33	60.35	70.18
4	vp004_Danke_Frikadelle0	u_f_2_u	0.7417047788000325	0.7653083841956363	0.0236036053956038	0.39445599479562005	0	3458.03	2459.12	1.2	0.38	17888836246.99	48.9	60.5
4	vp004_Danke_Frisur0	u_f_2_v	0.7078145666662696	0.7393245812166188	0.031510014550349186	0.385417297883484	0	2857.89	2934.92	0.99	-0.42	25120749877.48	57.54	67.77
4	vp004_Danke_Friteuse0	u_f_2_u	0.6642154132708866	0.6973971867029573	0.03318177343207063	0.36528948006751394	0	926.96	498.29	4.68	45.25	579355012.12	55.08	65.46
