Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp038	1	0.0093	1.0047	19.03.2025 18:51:56	Danke Einrichtung	r	-64.2665	-41.8771	-65.9869	-27.6232	-64.4412	-14.5130	-60.0090	-2.5586	-51.5468	7.7886	-40.7464	13.0614	-28.0314	14.7877	-21.9231	13.8394	-16.3552	12.2343	-10.1668	10.9537	-4.5815	9.8821
vp038	1	0.0216	1.0169	19.03.2025 18:51:56	Danke Einrichtung	r	-64.5026	-38.3927	-65.9344	-25.1979	-64.4768	-13.9296	-60.1404	-2.2504	-51.8718	8.7261	-40.2087	13.9274	-27.1679	14.3964	-21.5384	13.1254	-16.0166	11.4761	-9.3731	10.1009	-4.1062	8.6733
vp038	1	0.0339	1.0292	19.03.2025 18:51:56	Danke Einrichtung	r	-62.8279	-33.0526	-65.6886	-20.2389	-65.3874	-9.2165	-61.0688	1.7669	-51.0594	9.7099	-40.2697	13.7853	-28.7086	14.5359	-23.2166	13.1627	-16.8156	10.9898	-11.1821	9.1088	-5.6900	6.9503
vp038	1	0.0461	1.0415	19.03.2025 18:51:56	Danke Einrichtung	r	-64.0415	-34.6982	-65.9444	-19.9748	-64.9115	-8.8447	-59.1341	1.1007	-50.4831	9.8689	-39.3213	14.1646	-27.0615	14.4194	-21.3251	12.9385	-15.7519	10.7977	-9.9930	8.8018	-4.0711	6.6644
vp038	1	0.0584	1.0537	19.03.2025 18:51:56	Danke Einrichtung	r	-63.9156	-33.9845	-65.8666	-19.9350	-64.1301	-8.8579	-58.2761	1.4117	-49.2868	9.6779	-38.6302	14.3632	-26.9000	14.7432	-21.4404	12.9892	-15.7212	10.4728	-10.2069	8.1060	-4.4648	5.4839
vp038	2	0.0108	0.8679	19.03.2025 18:52:00	Danke unkritisch	r	-63.0455	-48.7854	-62.8333	-29.8964	-65.3762	-13.0895	-63.4458	-0.7663	-55.8021	9.4405	-47.4769	13.7159	-35.0708	12.3591	-30.4265	9.8451	-25.7273	8.6171	-19.7840	7.0260	-15.2788	4.1125
vp038	2	0.0231	0.8802	19.03.2025 18:52:00	Danke unkritisch	r	-64.7376	-45.9056	-63.9416	-24.7353	-66.3833	-10.8028	-63.7605	0.4731	-55.3272	9.7386	-46.0514	13.9637	-34.1217	12.4283	-28.7175	10.2604	-22.9730	8.4317	-16.7959	5.7019	-11.8432	1.0556
vp038	2	0.0353	0.8925	19.03.2025 18:52:00	Danke unkritisch	r	-59.5042	-31.0906	-64.8276	-20.8246	-66.4144	-9.3992	-61.8949	1.9300	-53.6961	9.9136	-45.2272	13.3343	-32.9384	12.5673	-26.2438	10.5594	-20.9832	8.2385	-15.2875	4.8426	-10.5749	1.8259
vp038	3	0.0089	0.6605	19.03.2025 18:52:05	Ohne Frost	r	-64.2473	-42.1577	-66.8224	-25.1285	-66.5039	-12.4318	-63.7648	-2.1588	-57.4067	7.7250	-48.0931	11.8152	-37.2760	10.0944	-31.9577	8.2491	-26.5548	6.5176	-20.8620	4.4186	-16.3676	1.7819
vp038	3	0.0211	0.6727	19.03.2025 18:52:05	Ohne Frost	r	-62.6391	-46.4292	-65.2985	-32.0801	-67.3555	-16.2586	-64.8728	-5.3034	-58.8870	6.7382	-49.8433	12.0478	-38.3653	10.6153	-32.9367	8.2481	-27.8894	6.8862	-23.0453	5.3392	-18.3034	2.7984
vp038	3	0.0334	0.6850	19.03.2025 18:52:05	Ohne Frost	r	-61.0660	-45.0335	-65.5239	-28.5768	-67.6525	-14.4943	-65.3116	-3.6699	-58.7268	6.3277	-49.7221	12.0082	-38.7635	10.0244	-33.4344	7.9289	-28.1306	6.8718	-22.6512	5.8630	-17.8219	3.8433
vp038	3	0.0457	0.6973	19.03.2025 18:52:05	Ohne Frost	r	-62.8962	-43.0098	-66.6101	-28.2728	-67.9346	-14.9848	-64.8820	-3.5645	-58.4995	6.3779	-49.3383	11.5498	-38.5457	8.4385	-33.2509	6.9016	-27.5665	5.9658	-21.9113	4.4426	-17.6818	1.9341
vp038	4	0.0033	0.6004	19.03.2025 18:52:09	Bitte Rechnung	r	-62.3169	-32.1136	-66.7643	-20.7780	-65.4188	-9.4278	-61.2632	0.9443	-53.6309	9.3322	-43.4149	13.0932	-31.5121	11.4068	-26.1354	9.3754	-20.9358	7.7736	-15.8012	4.2702	-9.7013	-2.4820
