Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp056	1	0.0055	1.6229	09.07.2025 10:51:15	Bitte Ruine	r	-58.9069	-30.3444	-62.4636	-19.1740	-58.9642	-8.5019	-51.7484	0.4499	-42.7366	5.4712	-32.6363	7.8919	-22.2747	9.8575	-16.5526	9.7049	-11.2956	9.1682	-4.9593	7.5382	1.1821	5.5386
vp056	1	0.0178	1.6352	09.07.2025 10:51:15	Bitte Ruine	r	-59.3787	-29.7638	-62.9025	-18.8754	-58.8902	-8.5367	-52.3252	0.4774	-43.3438	5.7570	-33.1798	7.9230	-22.9382	9.7500	-17.1034	9.1227	-11.8582	8.9328	-5.8007	8.2767	-0.4401	6.5172
vp056	1	0.0300	1.6474	09.07.2025 10:51:15	Bitte Ruine	r	-58.9126	-30.0090	-62.7542	-18.7708	-59.2590	-8.0321	-52.2375	0.8557	-42.7612	5.8976	-32.7269	7.9167	-22.0689	9.6588	-16.1602	9.3747	-10.5888	8.8243	-4.6179	8.1797	1.3876	7.0663
vp056	1	0.0423	1.6597	09.07.2025 10:51:15	Bitte Ruine	r	-59.2052	-29.6081	-62.8503	-18.7882	-59.0640	-8.5951	-52.8068	0.3353	-43.7961	5.7775	-33.7217	7.8930	-23.4015	9.2484	-17.4076	8.7542	-12.0234	9.4387	-6.2507	10.5076	-0.6741	12.5822
vp056	1	0.0545	1.6720	09.07.2025 10:51:15	Bitte Ruine	r	-58.8188	-29.7598	-62.6216	-18.8376	-59.6915	-8.3244	-52.9586	0.9806	-43.7987	6.2006	-33.7873	8.3615	-23.7284	9.3929	-17.7785	9.0888	-11.6717	9.1391	-5.9897	8.4159	-0.6077	6.8094
vp056	1	0.0668	1.6842	09.07.2025 10:51:15	Bitte Ruine	r	-58.2118	-29.6895	-62.2041	-18.9237	-59.3411	-8.2315	-52.7193	0.6735	-43.9915	6.5477	-33.9563	8.5205	-23.6277	9.0964	-17.7503	8.6245	-11.7956	8.9574	-6.1929	8.5995	-0.8094	7.3373
vp056	1	0.0790	1.6965	09.07.2025 10:51:15	Bitte Ruine	r	-58.1844	-30.6362	-62.4244	-19.7420	-59.6766	-9.4663	-53.6633	0.3376	-45.3052	6.6422	-35.0422	8.9917	-24.4595	9.3136	-18.5739	8.8086	-12.3427	9.0385	-6.7498	9.4284	-0.8405	9.7059
vp056	1	0.0913	1.7087	09.07.2025 10:51:15	Bitte Ruine	r	-58.3115	-30.0891	-62.0151	-19.1535	-59.6525	-8.6719	-53.9772	1.1487	-45.6461	7.5603	-34.9835	9.5308	-24.6135	9.6557	-18.6250	9.1471	-12.4202	8.5552	-6.6038	7.6015	-1.5887	6.5052
vp056	2	0.0042	1.8114	09.07.2025 10:51:21	Bitte Kontrolle	r	-60.8224	-31.9232	-65.7903	-21.3843	-61.2153	-11.0213	-54.5245	-3.7650	-45.6179	2.0068	-35.3263	4.0377	-25.9051	4.5575	-19.8770	5.6528	-14.2800	5.7964	-9.0489	6.1354	-4.0976	5.9346
vp056	2	0.0165	1.8236	09.07.2025 10:51:21	Bitte Kontrolle	r	-61.0903	-32.1921	-66.0307	-21.4949	-61.3622	-11.4782	-54.2467	-3.8761	-45.4847	1.8445	-34.6616	3.8044	-25.3629	4.2639	-19.3380	5.5111	-13.8964	5.6917	-9.4747	5.2069	-4.5834	4.4846
vp056	2	0.0287	1.8359	09.07.2025 10:51:21	Bitte Kontrolle	r	-61.3417	-32.2335	-66.7358	-21.9708	-61.8660	-11.9450	-54.7330	-4.7174	-46.3868	1.6494	-35.7580	3.8686	-26.5706	4.2372	-20.6367	5.3712	-15.0855	5.7934	-10.1821	5.4712	-5.3732	4.0656
vp056	2	0.0410	1.8481	09.07.2025 10:51:21	Bitte Kontrolle	r	-61.5062	-32.5297	-66.7021	-22.1313	-61.7429	-11.8616	-54.4472	-4.6626	-46.0678	1.4895	-35.5129	4.2001	-25.6923	4.2583	-19.7556	4.8987	-13.9452	5.4333	-9.0105	6.3133	-3.9808	6.6368
vp056	3	0.0058	1.6762	09.07.2025 10:51:26	Danke Tribut	r	-60.1915	-31.8545	-61.5971	-20.5533	-56.3213	-10.3836	-50.1263	-1.5676	-41.8394	4.8543	-31.2417	6.7451	-21.0458	7.7740	-15.8075	7.4061	-11.0314	6.4060	-5.6764	4.3803	-0.6927	2.3465
vp056	3	0.0180	1.6885	09.07.2025 10:51:26	Danke Tribut	r	-59.4270	-31.9188	-62.0904	-21.1600	-57.3675	-11.3055	-51.5716	-2.7197	-43.8230	4.4214	-33.3185	6.3089	-23.5065	7.5288	-17.9022	7.6245	-12.4127	7.2828	-7.3905	5.6256	-2.1003	3.7349
vp056	3	0.0303	1.7007	09.07.2025 10:51:26	Danke Tribut	r	-59.7790	-32.4573	-62.1718	-21.2658	-57.5115	-11.1088	-51.7278	-2.3373	-43.4954	4.4903	-33.0284	6.0318	-22.9869	7.8952	-16.9949	8.0467	-11.6941	7.5841	-5.8616	6.2842	-0.2529	4.0833
vp056	3	0.0426	1.7130	09.07.2025 10:51:26	Danke Tribut	r	-60.0525	-31.7310	-61.4627	-20.6608	-56.9461	-10.4733	-51.0743	-1.6317	-42.9535	4.8414	-32.0116	6.0888	-21.8432	8.1150	-16.5114	7.7317	-11.5539	7.2888	-6.1358	6.0117	-0.5590	4.0428
vp056	3	0.0548	1.7253	09.07.2025 10:51:26	Danke Tribut	r	-60.0222	-31.6998	-61.8612	-21.0157	-57.4729	-10.8587	-51.7339	-2.1513	-43.8183	4.9333	-33.0776	6.4744	-22.9654	8.7899	-17.3063	8.5567	-11.5638	7.8743	-6.2862	6.5627	-0.9915	4.4412
vp056	3	0.0671	1.7375	09.07.2025 10:51:26	Danke Tribut	r	-59.2747	-32.0461	-61.2203	-20.9493	-57.1611	-10.3178	-51.0958	-1.4191	-43.3980	5.5645	-32.2859	7.4684	-22.2746	9.3707	-16.6512	8.6656	-11.5238	7.9850	-5.9759	6.4307	-0.5727	4.2243
vp056	3	0.0794	1.7498	09.07.2025 10:51:26	Danke Tribut	r	-58.7903	-31.8263	-59.8623	-20.4169	-56.0406	-9.5710	-49.6318	0.0172	-40.9132	6.5971	-30.9095	8.9429	-20.5599	9.9043	-15.2454	8.8464	-10.2119	7.5308	-4.8439	5.5927	1.0842	3.0699
vp056	3	0.0916	1.7620	09.07.2025 10:51:26	Danke Tribut	r	-58.3959	-31.6870	-59.1933	-19.9169	-55.3363	-9.6821	-49.0884	0.4992	-41.1162	7.3442	-30.9027	10.2784	-20.5019	10.7888	-15.2239	9.4261	-10.1414	8.0042	-4.7995	6.1116	1.1177	3.7030
vp056	3	0.1039	1.7743	09.07.2025 10:51:26	Danke Tribut	r	-58.3495	-31.3090	-58.1079	-19.1112	-53.8919	-8.7564	-48.5386	1.7395	-40.8193	9.1310	-30.4250	11.8420	-20.2329	11.3697	-14.4096	9.9146	-9.0924	8.2404	-2.9894	6.4639	2.2708	3.9746
vp056	3	0.1162	1.7866	09.07.2025 10:51:26	Danke Tribut	r	-58.3407	-32.3053	-58.2867	-20.0204	-53.7053	-9.1307	-48.6441	1.5728	-41.1990	10.3078	-30.7301	13.6415	-20.3033	11.9931	-14.5083	10.1579	-9.1457	8.3849	-2.7834	6.4582	2.8092	3.8834
vp056	4	0.0090	1.5301	09.07.2025 10:51:31	Bitte Schritt	r	-59.8601	-29.4721	-63.0550	-18.7312	-57.6659	-8.8583	-50.1411	-1.2680	-41.5151	4.9325	-31.6201	6.5041	-21.1498	7.6308	-15.5863	7.3415	-9.9732	6.8020	-4.0928	6.1041	1.6697	5.6618
vp056	4	0.0212	1.5423	09.07.2025 10:51:31	Bitte Schritt	r	-59.7470	-29.9309	-62.9734	-19.0317	-57.7266	-9.0583	-50.0378	-1.2582	-41.4392	5.1131	-31.3591	6.5188	-20.9354	7.5353	-15.4063	7.6041	-10.0843	7.2195	-4.3118	6.2689	2.0260	4.7218
vp056	4	0.0335	1.5546	09.07.2025 10:51:31	Bitte Schritt	r	-59.5105	-29.7897	-62.4593	-18.8303	-57.2397	-8.9946	-49.9576	-0.8988	-41.3457	5.5264	-31.7047	6.8633	-21.3979	7.7230	-15.9307	7.6372	-10.8441	7.1324	-4.8031	6.3880	1.0146	5.1490
vp056	4	0.0457	1.5669	09.07.2025 10:51:31	Bitte Schritt	r	-59.6526	-30.0042	-62.4368	-19.2006	-57.2016	-9.3158	-49.7457	-1.1259	-41.2452	5.3304	-31.5337	6.7654	-21.2166	7.7766	-15.7327	7.7333	-10.6062	7.2719	-4.9634	6.6825	0.8749	5.4859
vp056	4	0.0580	1.5791	09.07.2025 10:51:31	Bitte Schritt	r	-59.5509	-29.9686	-62.1014	-18.9721	-57.0957	-9.0524	-49.6115	-0.8306	-40.8344	5.2730	-31.0885	7.6029	-20.3246	8.5507	-15.0070	8.4213	-9.7268	7.3930	-4.1864	6.0405	1.8728	4.1781
vp056	4	0.0703	1.5914	09.07.2025 10:51:31	Bitte Schritt	r	-59.9308	-29.7878	-62.5545	-18.9193	-56.8035	-9.2741	-48.8883	-0.6682	-40.0073	5.0558	-29.3410	8.7814	-18.4883	8.8448	-13.3712	8.4945	-7.9737	7.4321	-2.4218	6.6370	3.2778	4.8171
