Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp005	5	0.0023	1.3177	12.02.2025 15:01:14	Ohne Luftfracht	r	-61.2594	-39.9975	-67.4964	-27.6476	-72.1548	-15.2949	-69.3674	-3.6300	-59.2361	5.1781	-46.0941	8.0875	-34.2439	5.9743	-28.5169	3.8759	-21.9654	2.9627	-15.9958	0.7713	-11.1621	-2.0517
vp005	5	0.0145	1.3300	12.02.2025 15:01:14	Ohne Luftfracht	r	-63.1296	-41.0073	-69.3709	-28.6960	-71.3831	-15.3664	-68.2656	-2.5054	-58.0856	6.2682	-44.6941	8.5149	-32.7962	5.6478	-26.8303	3.5800	-20.1568	2.2361	-13.7116	0.0935	-8.1852	-2.6319
vp005	5	0.0268	1.3423	12.02.2025 15:01:14	Ohne Luftfracht	r	-61.6338	-40.4902	-68.7592	-27.8094	-72.0363	-14.8620	-68.7127	-2.4781	-58.1879	6.5432	-44.8772	8.8858	-33.3064	5.8586	-27.3496	3.4780	-20.9326	2.1011	-14.7105	-0.2259	-9.4805	-2.7945
vp005	5	0.0391	1.3545	12.02.2025 15:01:14	Ohne Luftfracht	r	-62.5976	-41.3689	-70.7555	-29.3127	-73.6446	-15.7598	-69.8343	-3.5084	-59.1472	6.0697	-46.2175	9.0059	-34.0817	5.9242	-27.7787	3.3060	-21.4211	1.8248	-15.0482	-0.4962	-9.5194	-3.5061
vp005	6	0.0080	0.8293	12.02.2025 15:01:18	Danke Runde	r	-63.4344	-37.5427	-70.2885	-25.3798	-71.1890	-11.9943	-65.9414	-0.1757	-55.5511	7.6868	-42.9052	10.5637	-31.4102	7.3136	-26.1051	3.9546	-20.9971	0.4316	-15.8403	-2.6792	-10.8026	-6.1127
vp005	6	0.0202	0.8416	12.02.2025 15:01:18	Danke Runde	r	-62.3765	-37.8029	-66.0604	-25.2465	-67.6752	-12.5764	-64.8750	-0.6469	-55.6248	8.0915	-42.7813	10.5607	-31.8700	6.6903	-26.7806	3.1957	-21.4705	0.0510	-15.8709	-2.5567	-11.2296	-6.1551
vp005	6	0.0325	0.8539	12.02.2025 15:01:18	Danke Runde	r	-62.6632	-37.0422	-66.8982	-24.1422	-68.9728	-11.5026	-65.4634	0.8490	-55.6713	9.0157	-42.8196	10.5476	-32.3121	5.5956	-27.2239	2.0839	-21.4936	-0.9749	-16.2056	-3.1456	-11.9602	-7.0499
vp005	6	0.0447	0.8661	12.02.2025 15:01:18	Danke Runde	r	-62.9358	-37.9106	-68.4449	-24.4781	-69.9764	-11.4303	-66.6093	1.3711	-56.2784	9.0573	-43.9711	10.5919	-33.5842	5.5129	-28.8675	2.1721	-23.0368	-0.3898	-17.4793	-3.0629	-13.4096	-6.5982
vp005	7	0.0025	1.0459	12.02.2025 15:01:23	Danke Zentrum	r	-63.0325	-38.5733	-67.2965	-26.6753	-68.8989	-13.9877	-65.8489	-2.3741	-54.5258	5.5794	-41.4705	6.8449	-29.5676	4.4339	-23.2206	3.1426	-17.0261	2.3062	-9.8552	1.6805	-3.7671	0.5403
vp005	7	0.0147	1.0581	12.02.2025 15:01:23	Danke Zentrum	r	-63.6827	-40.1279	-70.2788	-27.0648	-71.6266	-14.5890	-67.0160	-2.4516	-55.9488	5.6760	-42.9906	7.0616	-30.6666	4.6134	-24.2106	2.6534	-17.0633	1.4691	-10.3628	0.1980	-3.6109	-2.4028
