Client family name	Sequence #	Time of sample in annot	Time of sample in recording	Date Time of recording	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue
vp010	1	0.0036	1.0692	18.02.2025 13:16:28	Bitte Ruine	r	-64.2861	-47.8981	-68.0064	-36.0757	-67.4109	-22.6552	-63.4303	-11.0509	-54.9930	-1.7912	-42.7851	2.9306	-30.6202	-0.3205	-24.6389	-2.3232	-18.8842	-2.8497	-12.9598	-4.2023	-8.3804	-7.5651
vp010	1	0.0159	1.0815	18.02.2025 13:16:28	Bitte Ruine	r	-64.7940	-47.7353	-69.1820	-35.2625	-68.1024	-22.0892	-63.9629	-9.9629	-54.7795	-0.6890	-42.3650	1.8442	-30.1604	-1.0736	-24.2964	-2.8817	-18.3901	-3.2120	-12.6244	-4.2880	-8.1648	-7.1086
vp010	1	0.0281	1.0937	18.02.2025 13:16:28	Bitte Ruine	r	-66.2524	-47.8623	-70.0811	-34.6373	-68.1442	-21.5201	-64.5281	-9.1739	-55.5567	-0.3966	-43.3795	1.6456	-30.6414	-1.0030	-24.8054	-2.0015	-18.5903	-1.9311	-12.1345	-2.0884	-6.7594	-3.7773
vp010	1	0.0404	1.1060	18.02.2025 13:16:28	Bitte Ruine	r	-64.4865	-44.5358	-68.9955	-32.9219	-69.0151	-20.6707	-66.3692	-9.1459	-58.4842	-0.3463	-46.5591	3.1172	-34.8744	0.9010	-28.5899	0.6632	-22.4433	0.7366	-15.9807	0.9026	-10.8646	-0.8411
vp010	1	0.0527	1.1182	18.02.2025 13:16:28	Bitte Ruine	r	-63.6890	-44.1201	-68.4728	-32.7945	-69.6736	-20.7850	-67.6029	-9.3596	-59.6281	-0.1274	-48.3991	3.0155	-36.8031	1.7309	-30.3810	2.1432	-24.9408	3.1241	-19.6060	3.4902	-14.5376	-0.9687
vp010	1	0.0649	1.1305	18.02.2025 13:16:28	Bitte Ruine	r	-63.4703	-42.7646	-69.4257	-31.7384	-71.2124	-19.5202	-68.4678	-8.1353	-60.1227	0.7201	-48.4198	3.9744	-36.4996	2.9326	-30.5498	3.6065	-24.7714	5.0045	-19.6496	7.5410	-16.8023	12.9410
vp010	1	0.0772	1.1428	18.02.2025 13:16:28	Bitte Ruine	r	-64.8550	-40.9476	-69.7454	-30.3854	-71.8324	-18.1722	-69.1287	-7.9579	-61.6582	0.8992	-51.0560	4.0639	-38.9440	2.9302	-32.9123	2.7786	-26.2538	3.3029	-20.5334	3.9704	-15.2265	3.3768
vp010	1	0.0894	1.1550	18.02.2025 13:16:28	Bitte Ruine	r	-64.9087	-41.4149	-70.3345	-31.0340	-72.3359	-18.8359	-70.2483	-8.2773	-62.8140	1.4402	-51.2506	5.3981	-38.3734	3.4199	-32.4276	3.1521	-25.4649	3.3710	-19.5699	2.7240	-13.8894	0.2400
vp010	2	0.0113	1.2045	18.02.2025 13:16:33	Bitte Kontrolle	r	-65.4795	-42.3409	-70.2547	-31.2577	-69.7988	-19.2266	-65.0779	-7.4170	-54.5945	0.1628	-42.6359	3.5454	-30.3166	1.3181	-24.3514	0.8875	-18.3905	1.5640	-12.6096	3.8969	-6.3002	7.5796
vp010	2	0.0236	1.2168	18.02.2025 13:16:33	Bitte Kontrolle	r	-65.1782	-42.7778	-70.4580	-32.3039	-70.4709	-20.6076	-67.3077	-8.9557	-58.0271	-0.8426	-46.8511	4.1438	-34.7026	1.7314	-28.7096	1.1467	-22.5256	1.8859	-17.4162	4.3409	-13.1516	8.3857
vp010	2	0.0358	1.2291	18.02.2025 13:16:33	Bitte Kontrolle	r	-65.2914	-42.7540	-70.8167	-32.5119	-71.4164	-20.9792	-67.8220	-9.5385	-59.6863	-1.1177	-49.4440	3.9784	-37.2559	2.4107	-30.9231	1.6742	-24.5339	1.8367	-19.1183	2.1137	-14.3803	-1.5759
vp010	2	0.0481	1.2413	18.02.2025 13:16:33	Bitte Kontrolle	r	-65.6031	-42.8995	-71.2013	-33.0009	-71.5050	-21.5652	-68.4102	-9.8024	-60.6588	-1.2440	-49.9588	4.2747	-38.2306	2.7360	-31.7222	1.5279	-25.4029	1.3990	-19.7424	0.9955	-14.5169	-1.9383
